NAME	X	Y	Z
FoobarAB7_BazMoo_1CADACDCADBABBCC-1	-0.5613	-0.017	0.7725
FoobarAB5_BazMoo_6AADADDBADDDDACC-1	-0.3271	-0.9988	0.0762
FoobarAB7_BazMoo_5BCABAABDBDBCCCD-1	-0.996	-0.115	0.7696
FoobarAB2_BazMoo_4DDABABBDCDDDCBB-1	-0.9613	-0.862	0.5773
FoobarAB3_BazMoo_4AADCBBAAAAAACBA-1	-0.963	-0.0767	0.9707
FoobarAB6_BazMoo_4BCDBCCCACCCBCAD-1	-0.9447	-0.2906	0.3274
FoobarAB1_BazMoo_3ADDDBDACDCBCCBC-1	-0.0342	-0.2733	0.3464
FoobarAB7_BazMoo_3BDADCBCDDAAAACA-1	-0.3997	-0.822	0.5012
FoobarAB6_BazMoo_2BCABAACBDDBBBAA-1	-0.0912	-0.0153	0.7306
FoobarAB6_BazMoo_8AABAAABBAADAABD-1	-0.5361	-0.9365	0.2888
FoobarAB1_BazMoo_2BBCBACCBCCDCBAB-1	-0.0074	-0.3658	0.634
FoobarAB4_BazMoo_1ADDBCBCBBAACADC-1	-0.571	-0.8632	0.1911
FoobarAB5_BazMoo_1BBACDBBDDBDBCCA-1	-0.1224	-0.6841	0.3367
FoobarAB2_BazMoo_2CBDACCCAADDABCC-1	-0.3106	-0.8554	0.8628
FoobarAB7_BazMoo_6DBBBBDACCCACAAC-1	-0.8408	-0.5761	0.218
FoobarAB2_BazMoo_7AACDCDCCBADBCDB-1	-0.9516	-0.0967	0.8113
FoobarAB7_BazMoo_8ADCAABBDAAABCAC-1	-0.6248	-0.7965	0.1375
FoobarAB8_BazMoo_1BBBBDBAABDBDADB-1	-0.4965	-0.2495	0.4661
FoobarAB1_BazMoo_1CCBDBCDDBCBDDCB-1	-0.6185	-0.5604	0.0455
FoobarAB1_BazMoo_8DDBDCDBDCBDBADC-1	-0.5737	-0.7678	0.108
FoobarAB1_BazMoo_8CDCBCDBADBCBDBC-1	-0.9148	-0.6012	0.0566
FoobarAB7_BazMoo_4CCDBBCCBCBDBCCD-1	-0.7219	-0.571	0.7324
FoobarAB6_BazMoo_5ABBDAABACBBBBBA-1	-0.4226	-0.5671	0.905
FoobarAB2_BazMoo_8BAABBDCCCBDDBCA-1	-0.8132	-0.7451	0.995
FoobarAB4_BazMoo_8ACBADDADACABABB-1	-0.562	-0.1843	0.5691
FoobarAB7_BazMoo_3AABBCCCCCBBABBC-1	-0.5325	-0.7175	0.4273
FoobarAB3_BazMoo_1ADCBCAADDDBABBA-1	-0.3995	-0.9871	0.6038
FoobarAB1_BazMoo_1CCCBADCBDCDAACD-1	-0.7689	-0.9409	0.0924
FoobarAB1_BazMoo_3CBCCAABACDAAAAC-1	-0.6291	-0.0944	0.6726
FoobarAB5_BazMoo_5CBCBDABADDCACDD-1	-0.3769	-0.4582	0.5334
FoobarAB4_BazMoo_3DADBBDCCABADDCB-1	-0.6037	-0.4201	0.5478
FoobarAB8_BazMoo_2DDBCDADDADCBAAA-1	-0.9201	-0.8816	0.5412
FoobarAB6_BazMoo_4BBCBACCCACAABAB-1	-0.1101	-0.2587	0.2962
FoobarAB6_BazMoo_5DAABCBCCDBADBBC-1	-0.2677	-0.4184	0.7301
FoobarAB2_BazMoo_1BCCACACCDBBBBAA-1	-0.559	-0.2813	0.5596
FoobarAB7_BazMoo_8ABBBACCDBDADDCB-1	-0.6066	-0.0858	0.5774
FoobarAB6_BazMoo_1DACBBCDCBDCBCDB-1	-0.8786	-0.8795	0.2967
FoobarAB5_BazMoo_4DAADBDADDDDCCAA-1	-0.6474	-0.0622	0.3999
FoobarAB6_BazMoo_5BDBDDDCDCDBBBDB-1	-0.4234	-0.8056	0.4891
FoobarAB1_BazMoo_8ABAABCBBCBADBBC-1	-0.9084	-0.9605	0.8802
FoobarAB7_BazMoo_3CACACDCBBACBCAA-1	-0.7257	-0.3047	0.567
FoobarAB7_BazMoo_1CADCABACACCABDA-1	-0.5218	-0.7228	0.0727
FoobarAB3_BazMoo_2CCCBCBBAACCDBDA-1	-0.9104	-0.5313	0.3006
FoobarAB1_BazMoo_8CCDDBDDBBDBCCBD-1	-0.9229	-0.6443	0.2029
FoobarAB1_BazMoo_4ACAADDBDDACCBCD-1	-0.6727	-0.7188	0.2787
FoobarAB1_BazMoo_6DAACDABDCCAADBC-1	-0.3764	-0.5665	0.5887
FoobarAB5_BazMoo_8BAACCBCBAADCADD-1	-0.6322	-0.9867	0.812
FoobarAB2_BazMoo_8BBACBDABADDADCC-1	-0.7318	-0.5059	0.7516
FoobarAB6_BazMoo_7DADBBAAAAAADCBA-1	-0.0887	-0.6074	0.4135
FoobarAB4_BazMoo_5CCABCACDCCBBDDA-1	-0.6317	-0.791	0.2579
FoobarAB8_BazMoo_7ACBCBDABABBDBDD-1	-0.3442	-0.5102	0.2653
FoobarAB3_BazMoo_5DBDDABBDBCDADDB-1	-0.3492	-0.6768	0.1458
FoobarAB3_BazMoo_6BAABADDDAABBBCC-1	-0.266	-0.9434	0.0715
FoobarAB7_BazMoo_4DBCBBBAAACCCDDB-1	-0.5652	-0.4692	0.8428
FoobarAB5_BazMoo_6ADCDABDAAAACDDD-1	-0.5276	-0.5774	0.9675
FoobarAB8_BazMoo_5CDDDCBCDCACBBBB-1	-0.7946	-0.1808	0.2314
FoobarAB6_BazMoo_3CBDBABCCBBDACDA-1	-0.8389	-0.1257	0.5489
FoobarAB5_BazMoo_5BADBCDACDABBDBD-1	-0.0848	-0.1255	0.1887
FoobarAB3_BazMoo_4CBBBBDAACACDACC-1	-0.1132	-0.9141	0.84
FoobarAB3_BazMoo_5DDABCDDCADCDBBD-1	-0.1258	-0.0438	0.9795
FoobarAB8_BazMoo_7DBDDADBCBBBDDBA-1	-0.0071	-0.536	0.3785
FoobarAB7_BazMoo_3CDBDCBACADDCCCD-1	-0.0328	-0.736	0.2043
FoobarAB2_BazMoo_6DDBCCADACBCDAAC-1	-0.4539	-0.7992	0.5055
FoobarAB2_BazMoo_6CCABABBBDBDAAAA-1	-0.5584	-0.7269	0.5844
FoobarAB5_BazMoo_6BDAACAACDCCCCCD-1	-0.3232	-0.6456	0.4147
FoobarAB5_BazMoo_4CDCAACCAADBADCB-1	-0.8502	-0.1563	0.0436
FoobarAB6_BazMoo_7BDCDDABBBCACAAD-1	-0.7799	-0.2501	0.8228
FoobarAB6_BazMoo_4BBBADBACDACCDCB-1	-0.0961	-0.1219	0.5692
FoobarAB3_BazMoo_7DABDDCBACCBABCD-1	-0.4773	-0.8526	0.7439
FoobarAB8_BazMoo_2BBDCDDCDDADBABC-1	-0.2998	-0.9984	0.2324
FoobarAB3_BazMoo_1ABBACDCCDABBBCB-1	-0.9105	-0.7448	0.3519
FoobarAB8_BazMoo_5ABDDBBBBCCBDCAC-1	-0.3914	-0.1506	0.4558
FoobarAB2_BazMoo_6ABABADAACDABBAB-1	-0.0612	-0.652	0.3371
FoobarAB8_BazMoo_5AAAACADDABCACCC-1	-0.9782	-0.5385	0.9617
FoobarAB8_BazMoo_5ADDBCBDACCBCCAC-1	-0.8846	-0.8767	0.7441
FoobarAB7_BazMoo_4BBCBCAACDBCDCDB-1	-0.8089	-0.0588	0.0812
FoobarAB6_BazMoo_1CCBBCCACDABCCDD-1	-0.4086	-0.7091	0.1212
FoobarAB2_BazMoo_2BDCDDDDCBABBABD-1	-0.3139	-0.9859	0.6951
FoobarAB8_BazMoo_2ABAAABDADDDDDAA-1	-0.009	-0.6439	0.2617
FoobarAB3_BazMoo_6CDBCBDCCDBCBDBB-1	-0.1691	-0.8915	0.9067
FoobarAB8_BazMoo_8ABBCDCBBBCDBDDA-1	-0.8038	-0.8744	0.1776
FoobarAB8_BazMoo_5DDAABBDDDCCBBBD-1	-0.1195	-0.0495	0.8682
FoobarAB2_BazMoo_4CCCBCBBDDCADBDA-1	-0.6187	-0.5093	0.6149
FoobarAB3_BazMoo_8ADCDAAACDCBDADA-1	-0.811	-0.4251	0.9449
FoobarAB7_BazMoo_7BBCBADCDDCCBADC-1	-0.8557	-0.7311	0.4814
FoobarAB8_BazMoo_6BBCDDBCDDAABBBD-1	-0.7859	-0.5097	0.7634
FoobarAB2_BazMoo_4BBACBBDCBDCCCDB-1	-0.1819	-0.0563	0.1822
FoobarAB1_BazMoo_4BBCDCBCACAAADDB-1	-0.7812	-0.5383	0.6737
FoobarAB4_BazMoo_3CCCCBDBCDBDDDBD-1	-0.1021	-0.2897	0.5694
FoobarAB1_BazMoo_5AABACADAADDBDAC-1	-0.1185	-0.8206	0.5356
FoobarAB4_BazMoo_1CDADCABCAADBCBB-1	-0.5646	-0.583	0.6508
FoobarAB4_BazMoo_5BBCCBDAACACBDBC-1	-0.8712	-0.757	0.704
FoobarAB4_BazMoo_5DDDDAACACBDCDCD-1	-0.4738	-0.0122	0.6682
FoobarAB6_BazMoo_6CDDCCCBABACBDCD-1	-0.2431	-0.5989	0.4343
FoobarAB6_BazMoo_5ACDCBCDAABCCBAB-1	-0.8011	-0.8343	0.7124
FoobarAB8_BazMoo_1BACCBDBBBBADABB-1	-0.6647	-0.8678	0.5115
FoobarAB2_BazMoo_8DACCDCADDDCDBAD-1	-0.1572	-0.4063	0.2415
FoobarAB7_BazMoo_8BDCDDBABAABABDC-1	-0.397	-0.5134	0.1356
FoobarAB6_BazMoo_8CBACDBABDACDBCD-1	-0.2706	-0.6884	0.7123
FoobarAB5_BazMoo_8CCBDBADBDCCDDBB-1	-0.3913	-0.1643	0.4426
FoobarAB8_BazMoo_5BBAADCDDCADBADC-1	-0.1494	-0.055	0.7227
FoobarAB5_BazMoo_1CBBBDDCAAAADCBB-1	-0.5412	-0.1762	0.6664
FoobarAB6_BazMoo_5CBDBCBABBDDACCC-1	-0.0514	-0.6176	0.1524
FoobarAB1_BazMoo_1AABABACDBCCCDAB-1	-0.6517	-0.981	0.2604
FoobarAB8_BazMoo_7DADCAADCAAAACBC-1	-0.1293	-0.3529	0.6505
FoobarAB7_BazMoo_7BDBDACBDBBDCBBD-1	-0.1455	-0.0247	0.1916
FoobarAB3_BazMoo_3DDCBCACCCBDDDAD-1	-0.8627	-0.4312	0.024
FoobarAB6_BazMoo_1BBDABBCADAABABA-1	-0.0041	-0.3809	0.8568
FoobarAB2_BazMoo_3CCABBCADACCDBBA-1	-0.9243	-0.5962	0.4865
FoobarAB6_BazMoo_8DDBDBBBBDCACADD-1	-0.8895	-0.0724	0.8929
FoobarAB4_BazMoo_6BCAACADBBADDDBD-1	-0.1815	-0.3011	0.9598
FoobarAB6_BazMoo_2BCCBCDDCDABCDCA-1	-0.799	-0.7977	0.0114
FoobarAB1_BazMoo_4DBDADAACACDAABA-1	-0.5624	-0.7981	0.4368
FoobarAB1_BazMoo_3BBADCDDDDABBCCC-1	-0.9932	-0.4555	0.2025
FoobarAB5_BazMoo_3CABBACCACBBCDAD-1	-0.6681	-0.1978	0.6287
FoobarAB1_BazMoo_7AADDABCBDDADACB-1	-0.1179	-0.5158	0.2522
FoobarAB5_BazMoo_2CDDDCCDDADADDDA-1	-0.5401	-0.3385	0.2505
FoobarAB6_BazMoo_1BDDBACCDABCCABD-1	-0.2013	-0.7053	0.0034
FoobarAB5_BazMoo_4BAAACDCCBCACCDD-1	-0.3439	-0.4091	0.3482
FoobarAB2_BazMoo_1ADDDCCACDDCBCAB-1	-0.8358	-0.3924	0.8128
FoobarAB3_BazMoo_2BABBBDDACBDABAA-1	-0.5046	-0.1567	0.5731
FoobarAB6_BazMoo_2BDDABDADDDBBABA-1	-0.956	-0.0383	0.1474
FoobarAB3_BazMoo_1AABDDBDCDDAABAD-1	-0.9896	-0.8571	0.5605
FoobarAB6_BazMoo_8DBDBDCCBBCBDDBB-1	-0.0449	-0.3094	0.3452
FoobarAB3_BazMoo_8CBCADBBACDBABAB-1	-0.7587	-0.0393	0.356
FoobarAB6_BazMoo_7DBDDABCCACABCDA-1	-0.1152	-0.7126	0.7576
FoobarAB8_BazMoo_1DDCDBDADABDCDBA-1	-0.1807	-0.9162	0.7435
FoobarAB8_BazMoo_7ABBAABBBCCCAAAC-1	-0.5077	-0.4224	0.8149
FoobarAB5_BazMoo_5BDDDDDAACCAADDB-1	-0.5885	-0.5112	0.5013
FoobarAB1_BazMoo_6ADDABCDBDDBBCDD-1	-0.8198	-0.2729	0.9965
FoobarAB1_BazMoo_6DDBDBAAAADDADDD-1	-0.8288	-0.7197	0.7289
FoobarAB7_BazMoo_2DBDCDDCDCBBACAC-1	-0.944	-0.9795	0.6558
FoobarAB5_BazMoo_3ADDCABBACDCCBDD-1	-0.9251	-0.2361	0.0971
FoobarAB2_BazMoo_7CDDACBACDACCBAB-1	-0.3572	-0.9832	0.9227
FoobarAB7_BazMoo_4BBBBBBDCCADACCA-1	-0.3799	-0.6853	0.8896
FoobarAB2_BazMoo_3ADBCDCCACDCADBD-1	-0.6883	-0.2495	0.5154
FoobarAB7_BazMoo_5CBDCDADCCABADCB-1	-0.9585	-0.3324	0.1287
FoobarAB5_BazMoo_7DBCBDCCCDDACCAD-1	-0.1383	-0.3342	0.5931
FoobarAB1_BazMoo_6CDCBACBBCDCCDAB-1	-0.8097	-0.7809	0.7724
FoobarAB1_BazMoo_5BDDBABCCBDADDBA-1	-0.6569	-0.947	0.0679
FoobarAB4_BazMoo_7DCCDBABBCDBBCCB-1	-0.3303	-0.2032	0.04
FoobarAB1_BazMoo_6DAACBCCADBDDBCD-1	-0.2219	-0.7101	0.6494
FoobarAB6_BazMoo_6ABBDADCABCBDBBB-1	-0.6864	-0.3923	0.7127
FoobarAB6_BazMoo_7AABACCBAABBCCBD-1	-0.3539	-0.5074	0.2793
FoobarAB3_BazMoo_6ADCCBDDBBCCCBBD-1	-0.5891	-0.8243	0.0374
FoobarAB7_BazMoo_6BCBBDCDADDDBBDA-1	-0.0837	-0.2839	0.3761
FoobarAB6_BazMoo_8BBBBAAACADBDCBA-1	-0.4749	-0.1741	0.3329
FoobarAB2_BazMoo_4DBCCDCAAADBBBBA-1	-0.7472	-0.5665	0.3131
FoobarAB4_BazMoo_1CBCBCCCDCAABDCB-1	-0.5511	-0.444	0.8733
FoobarAB3_BazMoo_8ACDDDCCCDDADABB-1	-0.7122	-0.4341	0.772
FoobarAB8_BazMoo_3DDDDDDDAADADDAC-1	-0.4648	-0.5379	0.2578
FoobarAB4_BazMoo_4DDBBCDDCDBDBDCB-1	-0.6339	-0.4647	0.2566
FoobarAB6_BazMoo_8ACCDDDDBABBABDC-1	-0.1496	-0.4197	0.6707
FoobarAB1_BazMoo_7ACCCBDDAACCBADC-1	-0.9466	-0.4837	0.6429
FoobarAB5_BazMoo_7ADBDADDBCCBBDCC-1	-0.8676	-0.3718	0.1135
FoobarAB3_BazMoo_6DCADADBCBCDCBCD-1	-0.8831	-0.6654	0.881
FoobarAB3_BazMoo_7ADCAACDCDACADCB-1	-0.4921	-0.6661	0.4006
FoobarAB3_BazMoo_7DBCBADADBBDDDCC-1	-0.9299	-0.9504	0.0662
FoobarAB4_BazMoo_7BDDDDDBCCBBCCAC-1	-0.1818	-0.0275	0.5994
FoobarAB5_BazMoo_5DACDAAACBDBADCA-1	-0.7454	-0.4672	-0.6128
FoobarAB8_BazMoo_8BCACDDAAABADCCA-1	-0.2084	-0.2968	-0.1152
FoobarAB2_BazMoo_6AACCBAABACABBDA-1	-0.0505	-0.5371	-0.0886
FoobarAB8_BazMoo_8CDBBDBCCBBAADAC-1	-0.8828	-0.0098	-0.4538
FoobarAB4_BazMoo_6DDDBBABDBACAADB-1	-0.0339	-0.4297	-0.4718
FoobarAB1_BazMoo_6DAABACBBDCBDABB-1	-0.1364	-0.845	-0.506
FoobarAB1_BazMoo_6ABBACCBACBAAABC-1	-0.3113	-0.3854	-0.8825
FoobarAB1_BazMoo_8DDACDADDBBCDCDB-1	-0.8546	-0.1369	-0.32
FoobarAB2_BazMoo_2ACACADCCBDDABAB-1	-0.9788	-0.2147	-0.3701
FoobarAB7_BazMoo_5BBBBACADDDBABCA-1	-0.9943	-0.9541	-0.0767
FoobarAB1_BazMoo_8CCCADABAACCDADC-1	-0.8435	-0.0136	-0.2264
FoobarAB6_BazMoo_6CDDBCCDDAADDBBC-1	-1.0	-0.7001	-0.4017
FoobarAB4_BazMoo_6BCDCCCBCCADDBBB-1	-0.6793	-0.7866	-0.2058
FoobarAB4_BazMoo_3DBCADCBABCDCDDA-1	-0.1956	-0.5988	-0.5132
FoobarAB6_BazMoo_7DBCDDADCBAABCDD-1	-0.284	-0.8189	-0.269
FoobarAB1_BazMoo_6BBBBCCCBDBBDBDC-1	-0.1065	-0.2414	-0.4347
FoobarAB6_BazMoo_6CABCDAABCABBACD-1	-0.1939	-0.7474	-0.3341
FoobarAB8_BazMoo_4DCBBCDCBDCAADCA-1	-0.3181	-0.2889	-0.0544
FoobarAB8_BazMoo_1BABBCADAACBDACD-1	-0.6222	-0.8164	-0.9436
FoobarAB1_BazMoo_8CBCADAACDCABBCA-1	-0.6031	-0.4722	-0.4569
FoobarAB2_BazMoo_6ACADABACCDADCDC-1	-0.4223	-0.3003	-0.0611
FoobarAB4_BazMoo_1BCBCCDDABCACDAC-1	-0.6527	-0.9849	-0.4827
FoobarAB1_BazMoo_3DCDDBABBDAACCBA-1	-0.6256	-0.4305	-0.1597
FoobarAB5_BazMoo_1CDDDDACACBCBAAB-1	-0.6907	-0.4171	-0.0233
FoobarAB2_BazMoo_6CBBDCBABCDACDAC-1	-0.3352	-0.5173	-0.4109
FoobarAB1_BazMoo_1BBCDACDDDAACCCA-1	-0.3196	-0.2417	-0.9554
FoobarAB6_BazMoo_5CDABABDABABCCAA-1	-0.4404	-0.564	-0.6663
FoobarAB5_BazMoo_5CDABBBACADAADAD-1	-0.542	-0.2979	-0.0819
FoobarAB5_BazMoo_1ACDACADDDADCCCD-1	-0.555	-0.9571	-0.3685
FoobarAB1_BazMoo_7CABBCABBCBDBBBD-1	-0.15	-0.4488	-0.6797
FoobarAB3_BazMoo_8DDCCABDCADBCDAA-1	-0.4515	-0.7611	-0.1765
FoobarAB8_BazMoo_7BDADDCABCABBDAB-1	-0.9972	-0.3487	-0.0305
FoobarAB1_BazMoo_8DDBCDACBCACDCCA-1	-0.3774	-0.6255	-0.191
FoobarAB7_BazMoo_5CCBDACBCDCCDAAB-1	-0.2628	-0.5945	-0.026
FoobarAB4_BazMoo_7BDBACDACDABBADC-1	-0.8315	-0.1476	-0.1521
FoobarAB3_BazMoo_3DCCBDAACBDCAAAB-1	-0.3632	-0.6485	-0.4941
FoobarAB1_BazMoo_5DCACDDABCDCBCDB-1	-0.3818	-0.2311	-0.2988
FoobarAB2_BazMoo_4CDBACDCDBBCAAAB-1	-0.3191	-0.9272	-0.1477
FoobarAB3_BazMoo_6CABDABACDAABBDA-1	-0.5131	-0.1755	-0.2159
FoobarAB6_BazMoo_8BBCCDDBDCACCCCD-1	-0.0098	-0.3074	-0.4954
FoobarAB4_BazMoo_3BAADCACDBADDABA-1	-0.6172	-0.9962	-0.4845
FoobarAB8_BazMoo_6ADCABDBDDCBDDDC-1	-0.8036	-0.7336	-0.5631
FoobarAB8_BazMoo_3DCABDBCDCABDCCB-1	-0.9916	-0.0485	-0.0182
FoobarAB8_BazMoo_1ACACDABCDAADCCD-1	-0.0531	-0.8741	-0.7333
FoobarAB1_BazMoo_6CCADDDACBBBABCC-1	-0.2155	-0.4644	-0.2646
FoobarAB3_BazMoo_5CAABBDABABBDACC-1	-0.0444	-0.1647	-0.6461
FoobarAB6_BazMoo_1BBADDAAAACBBACA-1	-0.5457	-0.4884	-0.4669
FoobarAB7_BazMoo_6DAACACCBACCDACD-1	-0.5682	-0.2428	-0.0285
FoobarAB7_BazMoo_8ADAADCBBCADDBDA-1	-0.3962	-0.8861	-0.9597
FoobarAB2_BazMoo_1BACDDCDABBAAAAB-1	-0.6442	-0.2696	-0.3531
FoobarAB1_BazMoo_4DBDAABDBBADABCA-1	-0.7828	-0.9453	-0.0063
FoobarAB5_BazMoo_8DBCCBACDDDCACDC-1	-0.0328	-0.3522	-0.6978
FoobarAB1_BazMoo_6BDDABDBCDCCBCAD-1	-0.8007	-0.0353	-0.6014
FoobarAB7_BazMoo_8DBDBCBDAABBDCCA-1	-0.6599	-0.4701	-0.8978
FoobarAB4_BazMoo_4DDBBCBAAADBACDB-1	-0.6636	-0.8569	-0.0673
FoobarAB1_BazMoo_1DDDDDADADCAACCA-1	-0.1262	-0.0804	-0.4691
FoobarAB3_BazMoo_1CDCCADBABCCACDD-1	-0.6426	-0.49	-0.4255
FoobarAB5_BazMoo_5DDCBADACDDCBCDA-1	-0.4961	-0.2686	-0.9822
FoobarAB7_BazMoo_8DABDAACDBDABCCA-1	-0.2326	-0.2901	-0.2298
FoobarAB2_BazMoo_3DBDBCBACDCCBBBC-1	-0.7664	-0.5059	-0.6629
FoobarAB7_BazMoo_4ADDDCABCBCCDDBD-1	-0.1849	-0.5638	-0.1209
FoobarAB3_BazMoo_2DDCDBDDDDAACCAD-1	-0.8227	-0.3608	-0.602
FoobarAB8_BazMoo_2CCACAADDAABABAD-1	-0.3335	-0.7373	-0.57
FoobarAB7_BazMoo_8BBBBDABBABDCCAB-1	-0.5444	-0.8952	-0.4707
FoobarAB4_BazMoo_2AADCBDDDBABCABD-1	-0.6839	-0.0255	-0.2825
FoobarAB8_BazMoo_6ABBCABBBABBACDA-1	-0.0418	-0.894	-0.6707
FoobarAB7_BazMoo_7BDCCBCADDDBBACC-1	-0.448	-0.2041	-0.4751
FoobarAB7_BazMoo_7CCDBCAAADCCDAAB-1	-0.963	-0.2548	-0.3359
FoobarAB4_BazMoo_2CBADABDABDDBABA-1	-0.3252	-0.0652	-0.8816
FoobarAB7_BazMoo_6BDDCACDABCCBCBD-1	-0.0075	-0.4648	-0.307
FoobarAB8_BazMoo_2CBDBBAABCDBBABB-1	-0.621	-0.0094	-0.1716
FoobarAB4_BazMoo_4DDDCACDDDBDACBA-1	-0.5785	-0.8015	-0.0455
FoobarAB5_BazMoo_1BABADABACCCADCC-1	-0.5358	-0.7039	-0.8794
FoobarAB5_BazMoo_2ADCAADABCDBBAAC-1	-0.9868	-0.2929	-0.3252
FoobarAB5_BazMoo_3ADBBCAACBDACABD-1	-0.4333	-0.7952	-0.7804
FoobarAB5_BazMoo_4BCCDACAAAACACBC-1	-0.8069	-0.403	-0.8302
FoobarAB2_BazMoo_2DBDBCBBCDABDDAC-1	-0.6654	-0.2534	-0.1166
FoobarAB2_BazMoo_4BDBADDDCBDDBAAA-1	-0.4319	-0.9594	-0.7683
FoobarAB2_BazMoo_1DAACDBCCBBADABB-1	-0.3931	-0.0588	-0.5102
FoobarAB5_BazMoo_8DDBCBDBBCBDBDCC-1	-0.7497	-0.8613	-0.7685
FoobarAB2_BazMoo_4DCADAADCCAADACD-1	-0.6967	-0.2286	-0.3577
FoobarAB4_BazMoo_5BCABBDADBDDDCAD-1	-0.4853	-0.3385	-0.3171
FoobarAB7_BazMoo_8ABCCADCACBBACAA-1	-0.1832	-0.3221	-0.519
FoobarAB3_BazMoo_7CABDACDDCDDADBA-1	-0.4906	-0.6702	-0.5462
FoobarAB7_BazMoo_6CACCDADDDDCDCBB-1	-0.8904	-0.9644	-0.9979
FoobarAB8_BazMoo_3ACBBADCBADDDDAC-1	-0.1275	-0.3654	-0.9732
FoobarAB3_BazMoo_2BDBCABCCBCDDDAC-1	-0.6453	-0.5312	-0.2782
FoobarAB1_BazMoo_1CCDBCCADCDDCAAD-1	-0.5189	-0.8689	-0.3897
FoobarAB4_BazMoo_8AAACBCAABCDACAD-1	-0.5447	-0.6482	-0.595
FoobarAB6_BazMoo_3ABDDAACDCACABDC-1	-0.7483	-0.2999	-0.1344
FoobarAB7_BazMoo_2CDDBDBAAACDBABB-1	-0.2481	-0.9157	-0.7914
FoobarAB2_BazMoo_8CDBCDAADBDDBAAB-1	-0.9032	-0.9535	-0.8741
FoobarAB3_BazMoo_5BBDACDDCBCDAADC-1	-0.7049	-0.7567	-0.2217
FoobarAB7_BazMoo_8DDADAADBDCACBDB-1	-0.5548	-0.2949	-0.8093
FoobarAB4_BazMoo_7CCDCDADBCCAAAAC-1	-0.0436	-0.6506	-0.3514
FoobarAB7_BazMoo_5ABCBDBADBACDAAD-1	-0.1873	-0.1797	-0.7099
FoobarAB2_BazMoo_6BABBDDDDDDCDDDD-1	-0.4458	-0.4412	-0.2128
FoobarAB7_BazMoo_2CDCBBADBBADDBDC-1	-0.3473	-0.9362	-0.7863
FoobarAB6_BazMoo_1BAADBCBACDDDBDA-1	-0.7643	-0.0156	-0.9509
FoobarAB3_BazMoo_3BAACADDDDDCAAAB-1	-0.3401	-0.9868	-0.838
FoobarAB7_BazMoo_8BDBADCACCBDADCC-1	-0.1614	-0.2786	-0.3808
FoobarAB5_BazMoo_8BACDBABDBBDBADC-1	-0.9009	-0.1768	-0.1686
FoobarAB5_BazMoo_8CDBCCABADBDADAA-1	-0.857	-0.053	-0.686
FoobarAB6_BazMoo_5ACCDDBDDCABDDBD-1	-0.1198	-0.3084	-0.5979
FoobarAB4_BazMoo_7BCDDBCCDAAACDAA-1	-0.86	-0.826	-0.4834
FoobarAB8_BazMoo_8BBCBCBCCDBADBAB-1	-0.0166	-0.4161	-0.6641
FoobarAB6_BazMoo_8DADABCDADDCDCDD-1	-0.5767	-0.4856	-0.1626
FoobarAB2_BazMoo_2DBDDABBCACBAADB-1	-0.2373	-0.2404	-0.3956
FoobarAB3_BazMoo_5BBDADAABACCDDAD-1	-0.5433	-0.6333	-0.0095
FoobarAB6_BazMoo_1ACBACBBADBAACAB-1	-0.3614	-0.9258	-0.5117
FoobarAB8_BazMoo_7DBDCDACABADBBBB-1	-0.4254	-0.3896	-0.263
FoobarAB2_BazMoo_7BCCBDBDCBCADAAC-1	-0.74	-0.5924	-0.8296
FoobarAB7_BazMoo_4CBAADDDBCADCCAD-1	-0.9556	-0.9477	-0.4518
FoobarAB5_BazMoo_3DBDBCADCAACCACA-1	-0.5543	-0.6789	-0.3742
FoobarAB2_BazMoo_2CDCCDDACBAACBDD-1	-0.6591	-0.8601	-0.277
FoobarAB7_BazMoo_4AABCAADCDBACCDA-1	-0.5575	-0.4435	-0.4275
FoobarAB7_BazMoo_2CCBDACACDBADACD-1	-0.8093	-0.6028	-0.1333
FoobarAB2_BazMoo_4BCADDDCDBBDDBDD-1	-0.3601	-0.9482	-0.936
FoobarAB3_BazMoo_5AACDBDBABDDACBD-1	-0.7191	-0.267	-0.5563
FoobarAB3_BazMoo_2BAACDCDBBCBDCBA-1	-0.7225	-0.6491	-0.3994
FoobarAB1_BazMoo_6BDACBDAADDBBAAD-1	-0.5136	-0.0308	-0.0875
FoobarAB4_BazMoo_8CDCDADCCADCDAAA-1	-0.064	-0.3588	-0.8158
FoobarAB1_BazMoo_3BBCBCCCDCBACBBD-1	-0.9016	-0.8812	-0.2483
FoobarAB4_BazMoo_3CBDCDCDACADCBCC-1	-0.0442	-0.9073	-0.7697
FoobarAB8_BazMoo_4DDBADDCCDDDBBDA-1	-0.7886	-0.7417	-0.1627
FoobarAB1_BazMoo_1CBCBDBAADADCDBB-1	-0.0876	-0.67	-0.3152
FoobarAB6_BazMoo_5CBDCDBDACCBADCB-1	-0.9802	-0.3248	-0.2213
FoobarAB5_BazMoo_5BADDDDDACCBCBAD-1	-0.2716	-0.5	-0.0814
FoobarAB4_BazMoo_5CBABDBABDCAABCA-1	-0.4846	-0.0293	-0.3362
FoobarAB6_BazMoo_3CDCACADCACDAABB-1	-0.446	-0.1709	-0.3283
FoobarAB5_BazMoo_2DCCCCABBADDCCDC-1	-0.0145	-0.3993	-0.3785
FoobarAB4_BazMoo_6DDCADBBADBDBCDB-1	-0.2157	-0.5007	-0.9115
