NAME	CLUSTER	SUBCLUSTER
FoobarAB2_BazMoo_3CABBACBCAACDABA-1	N	NPN
FoobarAB8_BazMoo_2DBDCBADADACBDDD-1	N	NPN
FoobarAB3_BazMoo_4DCBDCACCBBCACDC-1	N	NPN
FoobarAB4_BazMoo_6CBCBCBBABDABCAA-1	N	NPN
FoobarAB2_BazMoo_3BDADCADCBCDBADB-1	N	NPN
FoobarAB4_BazMoo_6DCCACDCBAAAACAA-1	N	NPN
FoobarAB4_BazMoo_4BBABDDDDCAACADB-1	N	NPN
FoobarAB1_BazMoo_6AAABDBDACDCCDAA-1	N	NPN
FoobarAB8_BazMoo_1CDBDBABCCDDADCD-1	N	NPN
FoobarAB1_BazMoo_5CDACABADCCCDBAB-1	N	NPN
FoobarAB1_BazMoo_7ABBCCBDACBBADBD-1	N	NPN
FoobarAB3_BazMoo_3AAABCACABDBBBAC-1	N	NPN
FoobarAB2_BazMoo_7BCAAAACBABCBDDD-1	N	NPN
FoobarAB7_BazMoo_7CCDDDBDCABDAADB-1	N	NPN
FoobarAB7_BazMoo_2BCAADDBDBCBACBD-1	N	NPN
FoobarAB6_BazMoo_2ABBBDCDBABADBAB-1	N	NPN
FoobarAB8_BazMoo_6BDBCBCDDDDDCACD-1	N	NPN
FoobarAB5_BazMoo_6BAAACBCAABDDDBB-1	N	NPN
FoobarAB2_BazMoo_8ADABBCDABAAACDC-1	N	NPN
FoobarAB5_BazMoo_5DABDCADAACDDADD-1	N	NPN
FoobarAB3_BazMoo_2ACCBDCABACCCABB-1	N	NPN
FoobarAB5_BazMoo_3DACAAAAACDABCBA-1	N	NPN
FoobarAB6_BazMoo_4DDAAAABABBCCADD-1	N	NPN
FoobarAB8_BazMoo_1CBAABDAABBBCCDA-1	N	NPN
FoobarAB8_BazMoo_2ADCBBBDCADAAAAB-1	N	NPN
FoobarAB4_BazMoo_2DDDDDCCABDCABAB-1	N	NPN
FoobarAB5_BazMoo_2DABBACDCDBCCADA-1	N	NPN
FoobarAB3_BazMoo_8CBDBAACBCCABDBC-1	N	NPN
FoobarAB3_BazMoo_6DBADCDADBCABDBB-1	N	NPN
FoobarAB5_BazMoo_1DDADCDDBADCADCA-1	N	NPN
FoobarAB2_BazMoo_4AADCCBCCBABCDDA-1	N	NPN
FoobarAB5_BazMoo_6AAABADDDDACBAAC-1	N	NPN
FoobarAB7_BazMoo_4DCBADDCBACBBDAB-1	N	NPN
FoobarAB6_BazMoo_7BDCCCBBCCCBCCCC-1	N	NPN
FoobarAB1_BazMoo_3BCACBCBAADABCBD-1	N	NPN
FoobarAB5_BazMoo_7CBACDDACADAADDB-1	N	NPN
FoobarAB7_BazMoo_8BDABABBBACCDBBC-1	N	NPN
FoobarAB2_BazMoo_7CDDCDDBADCBCCDA-1	N	NPN
FoobarAB8_BazMoo_8CCCCBCCCACCBDCD-1	N	NPN
FoobarAB3_BazMoo_5DABACCAABBCABCD-1	N	NPN
FoobarAB5_BazMoo_2ADABDCBCBCACACB-1	N	NPN
FoobarAB8_BazMoo_4DCDABBCBADACAAA-1	N	NPN
FoobarAB6_BazMoo_5CCABACACAACBDDA-1	N	NPN
FoobarAB4_BazMoo_5ACCDAABCDBABCDB-1	N	NPN
FoobarAB4_BazMoo_8AAABCCACBDCDACC-1	N	NPN
FoobarAB8_BazMoo_4AABBACCCCADCABD-1	N	NPN
FoobarAB8_BazMoo_8BCABDDBDBCCBAAA-1	N	NPN
FoobarAB6_BazMoo_1CDADBBDADBCADAA-1	N	NPN
FoobarAB5_BazMoo_1ABACACDBBDDCDDC-1	N	NPN
FoobarAB8_BazMoo_8CCBCDBACADDAACD-1	N	NPN
FoobarAB6_BazMoo_8CCCDABDDDCBDBAC-1	N	NPN
FoobarAB5_BazMoo_4BADADDCBBDCAAAC-1	N	NNP
FoobarAB7_BazMoo_7DDABDCCCBABDCBD-1	N	NNP
FoobarAB1_BazMoo_5ABCDAADBCDBBBCC-1	N	NNP
FoobarAB3_BazMoo_5DAACDCDADDACABA-1	N	NNP
FoobarAB6_BazMoo_4DBABAACDDCCDCDA-1	N	NNP
FoobarAB3_BazMoo_5BAADCBBCBADABAD-1	N	NNP
FoobarAB7_BazMoo_6DABDDCDDDADABDD-1	N	NNP
FoobarAB7_BazMoo_5DBDDDABDCCDBCDD-1	N	NNP
FoobarAB7_BazMoo_4ADADCDCCAABADCC-1	N	NNP
FoobarAB4_BazMoo_7CCBDAADDBABBDCC-1	N	NNP
FoobarAB2_BazMoo_2DDCADCBACCDCAAD-1	N	NNP
FoobarAB3_BazMoo_8CDAAABBCBCBBBCA-1	N	NNP
FoobarAB5_BazMoo_5CCCCBDBBABDDDCC-1	N	NNP
FoobarAB6_BazMoo_1DABDCCCDACDDBAB-1	N	NNP
FoobarAB8_BazMoo_4AABCBADDDBBCDAC-1	N	NNP
FoobarAB1_BazMoo_6CBCCBCCBCABDCBB-1	N	NNP
FoobarAB5_BazMoo_8CCABDCCCBDADBDC-1	N	NNP
FoobarAB2_BazMoo_7DDBCAABABDAACBA-1	N	NNP
FoobarAB6_BazMoo_8CDBABDACCBCBAAA-1	N	NNP
FoobarAB6_BazMoo_8DBAADCCDBDCDCBD-1	N	NNP
FoobarAB5_BazMoo_3BDCABCDBACDABBA-1	N	NNP
FoobarAB6_BazMoo_4DCBDCBCCCDCACCB-1	N	NNP
FoobarAB1_BazMoo_1DCACABBBCABDABB-1	N	NNP
FoobarAB2_BazMoo_8BADAABABBAACBCC-1	N	NNP
FoobarAB6_BazMoo_8DDBCCCCBBACBADB-1	N	NNP
FoobarAB4_BazMoo_5DABCCCAAADDCDAD-1	N	NNP
FoobarAB6_BazMoo_2ABBDDCABCCADCAC-1	N	NNP
FoobarAB6_BazMoo_5DBBCAADBABBDBCC-1	N	NNP
FoobarAB4_BazMoo_6DABBCCCCDDBCDCC-1	N	NNP
FoobarAB3_BazMoo_3BDACDBDBCADBDDB-1	N	NNP
FoobarAB3_BazMoo_6DABDDAAADDADBAB-1	N	NNP
FoobarAB1_BazMoo_5BACBABBABBDCCDA-1	N	NNP
FoobarAB5_BazMoo_7BADCBCBADCAAADA-1	N	NNP
FoobarAB8_BazMoo_3BBBBBDBAACCCACB-1	N	NNP
FoobarAB7_BazMoo_6BACCDAADDBBBDDC-1	N	NNP
FoobarAB8_BazMoo_4BCACCCBDDBDCCCB-1	N	NNP
FoobarAB4_BazMoo_1BAACDACCCDCABAB-1	N	NNP
FoobarAB6_BazMoo_6ABCACABDBDAAADA-1	N	NNP
FoobarAB4_BazMoo_5BCBBDCBDAACBADC-1	N	NNP
FoobarAB2_BazMoo_6BACADBBCBCADBBA-1	N	NNP
FoobarAB8_BazMoo_3DDACADADCCCCCCA-1	N	NNP
FoobarAB8_BazMoo_4DCCCADBCBABCBDB-1	N	NNP
FoobarAB4_BazMoo_2ADCDDABBBDCDBAA-1	N	NNP
FoobarAB7_BazMoo_8DABBDBCCDABBDAB-1	N	NNP
FoobarAB8_BazMoo_7DCCBACCBCCBADBB-1	N	NNP
FoobarAB6_BazMoo_8BDCBABBCCDADABC-1	N	NNP
FoobarAB6_BazMoo_2BDCBBDBBADBBDBC-1	N	NNP
FoobarAB8_BazMoo_1ABACADCDDBADADA-1	N	NNP
FoobarAB1_BazMoo_5CCAACDBDBDADCDA-1	N	NNP
FoobarAB7_BazMoo_6CADADCBABDBDCAB-1	N	NNP
FoobarAB7_BazMoo_5CDCDACCBDDCBBAD-1	N	NNP
FoobarAB6_BazMoo_4BCDCACAADCCCDAD-1	N	NNP
FoobarAB8_BazMoo_7DBDACABBDAACABA-1	N	NNP
FoobarAB3_BazMoo_6ABADDACADACCCAD-1	N	NNP
FoobarAB4_BazMoo_7DCACABDDDDDADCD-1	N	NNP
FoobarAB6_BazMoo_7AABCDCCDDCACCDB-1	N	NNP
FoobarAB1_BazMoo_6DCCAABDDBDCCABC-1	N	NNP
FoobarAB2_BazMoo_5ABDDBCDBBCCCACC-1	N	NNP
FoobarAB1_BazMoo_5DADCBABBDBACDBA-1	N	NNP
FoobarAB7_BazMoo_2CBDACDACADCADBC-1	N	NNP
FoobarAB4_BazMoo_8ADAAABCCCDDBBDB-1	N	NNP
FoobarAB8_BazMoo_7BADDACDCDBADBCA-1	N	NNP
FoobarAB2_BazMoo_4ADBDCACDACCDADA-1	N	NNP
FoobarAB8_BazMoo_8AABABCADBADBDDB-1	N	NNP
FoobarAB1_BazMoo_2DCDCBDBDAABBBCD-1	N	NNP
FoobarAB5_BazMoo_2AAABCBCDABDCCBD-1	N	NNP
FoobarAB1_BazMoo_2BBCDBCBCBBCDCDC-1	N	NNP
FoobarAB7_BazMoo_8CBDBDBADABCBBBD-1	N	NNP
FoobarAB6_BazMoo_8DCBCBAACDABCBCD-1	N	NNP
FoobarAB8_BazMoo_5CDDDDDCDACBCDBB-1	N	NNP
FoobarAB4_BazMoo_4ADACDDCCACBDDBB-1	N	NNP
FoobarAB8_BazMoo_2DADACBAADABCBAB-1	N	NNP
FoobarAB3_BazMoo_5CADDDADCCADCADA-1	N	NNP
FoobarAB6_BazMoo_7ADDCAABDCABCABB-1	N	NNP
FoobarAB1_BazMoo_2CACDDCAACBBDADD-1	N	NNP
FoobarAB5_BazMoo_4ACAACABABADCBBC-1	N	NNP
FoobarAB1_BazMoo_6ABCCDCBDBADADCD-1	N	NNP
FoobarAB1_BazMoo_2CBDDDDDBCDBCDDA-1	N	NNP
FoobarAB1_BazMoo_6CAABDBDDCDDCBAA-1	N	NNP
FoobarAB2_BazMoo_5BDDCDAADAAADDCB-1	N	NNP
FoobarAB8_BazMoo_5ADADABCCAACCCAD-1	N	NNP
FoobarAB5_BazMoo_2CADDCCDABDCDADB-1	N	NNP
FoobarAB5_BazMoo_7CAACABDCAABBBDA-1	N	NNP
FoobarAB8_BazMoo_5CDCADDBDBBADDCD-1	N	NNP
FoobarAB5_BazMoo_7CBBCDACAADACACC-1	N	NNP
FoobarAB5_BazMoo_2ABCDDCBADDDCBCD-1	N	NNP
FoobarAB7_BazMoo_8DBBAABDADADDCAD-1	N	NNP
FoobarAB1_BazMoo_8BAAACDDACCDBBCD-1	N	NNP
FoobarAB1_BazMoo_7DDACDBCDDADACAD-1	N	NNP
FoobarAB7_BazMoo_1ADADAACCBCDABCD-1	N	NNP
FoobarAB7_BazMoo_8DCBDABBCDCCBDAC-1	N	NNP
FoobarAB2_BazMoo_8BDBCAACABDACDCD-1	N	NNP
FoobarAB6_BazMoo_1ADCAADCDABDBADC-1	N	NNP
FoobarAB8_BazMoo_8AACACBBDDBDCAAC-1	N	NNP
FoobarAB5_BazMoo_4BCBCBADBBCCDCAA-1	N	NNP
FoobarAB1_BazMoo_5DAADACBCDCDBBBC-1	N	NNP
FoobarAB2_BazMoo_2BAADADCABABCBBB-1	N	NNP
FoobarAB5_BazMoo_3BCCDADDADABBDBD-1	N	NNP
FoobarAB7_BazMoo_2DDBCBBBADADBCDD-1	N	NNP
FoobarAB6_BazMoo_4DDBDDDBDCABCDCC-1	N	NNP
FoobarAB6_BazMoo_3ABACBBBACDCABBD-1	N	NNP
FoobarAB3_BazMoo_6ADAACCCDCBABADA-1	N	NNP
FoobarAB7_BazMoo_4ABBABBCCBDCCADA-1	N	NNP
FoobarAB7_BazMoo_3DDBBDDAADBBCCCA-1	N	NNP
FoobarAB5_BazMoo_1ADABCCBBCADDDCC-1	N	NNP
FoobarAB1_BazMoo_1AACBDCAADCDADAC-1	N	NNP
FoobarAB8_BazMoo_5CCAACAAAACDAACA-1	N	NNP
FoobarAB8_BazMoo_7DCDACCBDDCDCADA-1	N	NNP
FoobarAB2_BazMoo_2BDDACDBBCCDCDBA-1	N	NNP
FoobarAB4_BazMoo_8AABABBCBBCAAACA-1	N	NNP
FoobarAB1_BazMoo_5ACDAAABCBCCDAAC-1	N	NNP
FoobarAB7_BazMoo_6ACDACADDAABBADD-1	N	NNP
FoobarAB5_BazMoo_8AACDDCABCCDCDDB-1	N	NNP
FoobarAB2_BazMoo_4AAABBDAAAADCAAD-1	N	NNP
FoobarAB8_BazMoo_1ACBDBADCDBBABDA-1	N	NNP
FoobarAB2_BazMoo_3CBAADBBCBDDCACB-1	N	NNP
FoobarAB4_BazMoo_5ADDDACBABCADBDB-1	N	NNP
FoobarAB3_BazMoo_7CDADACCCCBCADCA-1	N	NNP
FoobarAB1_BazMoo_7ADDDADBDBCDADCA-1	N	NNP
FoobarAB4_BazMoo_7AACAAAACDADBADA-1	N	NNP
FoobarAB6_BazMoo_3AACCDCAADAABDAA-1	N	NNP
FoobarAB3_BazMoo_8DBBDBADBDDBBCAA-1	N	NNP
FoobarAB6_BazMoo_1CBDCCBDBCBBCCAA-1	N	NNP
FoobarAB8_BazMoo_4BAADDBCCBDDDBAD-1	N	NNP
FoobarAB5_BazMoo_4DCBCDDDDDBDCBAA-1	N	NNP
FoobarAB2_BazMoo_6DDDABDCDBABAABC-1	N	NNP
FoobarAB2_BazMoo_3BADACDBDBACBBCD-1	N	NNP
FoobarAB2_BazMoo_6ABCBDBAADBACCDC-1	N	NNP
FoobarAB7_BazMoo_4DBCABCBCAAABABC-1	N	NNP
FoobarAB3_BazMoo_4DDCBCABACDCBDBD-1	N	NNP
FoobarAB1_BazMoo_7BCACCBCBBBDBADB-1	N	NNP
FoobarAB6_BazMoo_7DBDCADCDDADADDC-1	N	NNP
FoobarAB1_BazMoo_5CCBBBBBBACCBBDA-1	N	NNP
FoobarAB7_BazMoo_5BAAACBACCADBDAB-1	N	NNP
FoobarAB7_BazMoo_7ADACCCCABDDACAD-1	N	NNP
FoobarAB6_BazMoo_7ACDBDDDDCBABADB-1	N	NNP
FoobarAB1_BazMoo_2BBADABADBCACBDA-1	N	NNP
FoobarAB6_BazMoo_3BABBABADAADCACA-1	N	NNP
FoobarAB5_BazMoo_3AACBDCBAADCDADD-1	N	NNP
FoobarAB3_BazMoo_8CDAACDACCCBDCCC-1	N	NNP
FoobarAB5_BazMoo_5DBBADDDCADBAABD-1	N	NNP
FoobarAB4_BazMoo_4DCACABAADBDCDDB-1	N	NNP
FoobarAB8_BazMoo_4CBBDBCBADADDAAC-1	N	NNP
FoobarAB4_BazMoo_1ADCDDBCCBCADCBC-1	N	NNP
FoobarAB1_BazMoo_6CAADAACADCBBBDB-1	N	NNP
FoobarAB5_BazMoo_7BADACCBABBDBBCA-1	N	NNP
FoobarAB8_BazMoo_3ADBCDCDCCCDADDB-1	N	NNP
FoobarAB8_BazMoo_5DABBBACDDBDADCB-1	N	NNP
FoobarAB7_BazMoo_1CDCDCDADCACCAAD-1	N	NNP
FoobarAB5_BazMoo_8DBBCADDADADCCDA-1	N	NNP
FoobarAB7_BazMoo_8DDBBBBCBADDBCBB-1	N	NNP
FoobarAB4_BazMoo_7BBDADADCDDDDCBA-1	N	NNP
FoobarAB4_BazMoo_4ADBCCCAADABCADB-1	N	NNP
FoobarAB4_BazMoo_8AACCBADDCDBDABB-1	N	NNP
FoobarAB6_BazMoo_8BBBCBBADADCCDAD-1	N	NNP
FoobarAB4_BazMoo_6BCDCCCBBDBCCBBC-1	N	NNP
FoobarAB6_BazMoo_4AACBDADDADADBDD-1	N	NNP
FoobarAB2_BazMoo_3CABACCBBADCDAAD-1	N	NNP
FoobarAB4_BazMoo_5BCBADABBACAAADA-1	N	NNP
FoobarAB7_BazMoo_8DCDDBABDBCDBDBA-1	N	NNP
FoobarAB3_BazMoo_3DDBCADDBBCBBCBA-1	N	NNP
FoobarAB7_BazMoo_7CCDACCCCCAABABA-1	N	NNP
FoobarAB8_BazMoo_7DDCBBDBBAABAAAB-1	N	NNP
FoobarAB3_BazMoo_3BCBDCABABADCCCD-1	N	NNP
FoobarAB1_BazMoo_5CBBCCDCDBDADDDA-1	N	NNP
FoobarAB8_BazMoo_5CCCDDCCADDCBCBB-1	N	NNP
FoobarAB3_BazMoo_2CBABBBAAABCDBDA-1	N	NNP
FoobarAB1_BazMoo_4AAACDACADDDCDBA-1	N	NNP
FoobarAB4_BazMoo_4CBBAABBADDBDBCD-1	N	NNP
FoobarAB5_BazMoo_3ADDCBCBBBADDACC-1	N	NNP
FoobarAB4_BazMoo_5BBCCABBCBCBBDCD-1	N	NNP
FoobarAB5_BazMoo_8AABCDCAAACADCCC-1	N	NNP
FoobarAB5_BazMoo_2CAABCAADDCABCDD-1	N	NNP
FoobarAB6_BazMoo_4BDACDDABDBBACAC-1	N	NNP
FoobarAB1_BazMoo_3CDDABABADBDACCA-1	N	NNP
FoobarAB7_BazMoo_3ADDABDBBCDBBDBC-1	N	NNP
FoobarAB6_BazMoo_3ABABABDAABBABCC-1	N	NNP
FoobarAB6_BazMoo_3ADCDBDCACCBDAAD-1	N	NNP
FoobarAB1_BazMoo_4BACDDCBDDDBBDDA-1	N	NNP
FoobarAB7_BazMoo_3CBAABDBABDCCAAD-1	N	NNP
FoobarAB8_BazMoo_3ADBCACCDBDCDCAA-1	N	NNP
FoobarAB6_BazMoo_1BDABCDBCADBADDD-1	N	NNP
FoobarAB7_BazMoo_2CBABBACBDAADAAA-1	N	NNP
FoobarAB5_BazMoo_3CDADCDCCBBCBDCA-1	N	NNP
FoobarAB8_BazMoo_4ABCDDBBADDBCCCC-1	N	NNP
FoobarAB5_BazMoo_2DDBDBDBADCDCBAB-1	N	NNP
FoobarAB5_BazMoo_6BABBBBDBBCBDBAC-1	N	NNP
FoobarAB7_BazMoo_8ADADBAADBBBCBCC-1	N	NNP
FoobarAB6_BazMoo_5CBBBDDACDDCCCAC-1	N	NNP
FoobarAB4_BazMoo_4AAACBBCCBCDAACB-1	N	NNP
FoobarAB3_BazMoo_5DACDBBCBBCDADBA-1	N	NNP
FoobarAB1_BazMoo_6DAABCDBDDBDDACD-1	N	NNP
FoobarAB3_BazMoo_7ADCAABACADAADDB-1	N	NNP
FoobarAB3_BazMoo_8DDCBAACACCDADCA-1	N	NNP
FoobarAB3_BazMoo_2BBDACCAAAABCDBB-1	N	NNP
FoobarAB8_BazMoo_5ADABBBAAACAACCA-1	N	NNP
FoobarAB2_BazMoo_4ABCDCABDDCCDCCD-1	N	NNP
FoobarAB8_BazMoo_6ABBBCBCAABBDBAD-1	N	NNP
FoobarAB6_BazMoo_2CCDDCBCDBDBBBBB-1	N	NNP
FoobarAB8_BazMoo_1DBDCCDACCCADBDA-1	N	NNP
FoobarAB8_BazMoo_7ABADDBDABAADBCD-1	N	NNP
FoobarAB3_BazMoo_4BDDBBCBAADAAABC-1	N	NNP
FoobarAB5_BazMoo_5DADADDBABCCAADC-1	N	NNP
FoobarAB1_BazMoo_7ADACBAABAADBCCA-1	N	NNP
FoobarAB2_BazMoo_2CCBBABDACCDCBCD-1	N	NNP
FoobarAB1_BazMoo_6DCDCBBDACDCCCAC-1	N	NNP
FoobarAB2_BazMoo_7DADCAAADAABCDCC-1	N	NNP
FoobarAB5_BazMoo_7CDDBBBDDBBADBBD-1	N	NNP
FoobarAB1_BazMoo_6AACBACBBACACCCD-1	N	NNP
FoobarAB8_BazMoo_2CCBCDDDCCDCBACC-1	N	NNP
FoobarAB2_BazMoo_6DCABCAAADDCBCBC-1	N	NNP
FoobarAB5_BazMoo_4ACBDACADADAAAAA-1	N	NNP
FoobarAB1_BazMoo_4CACDBCDBBBCBACD-1	N	NNP
FoobarAB7_BazMoo_8BCABBBABCABDCDC-1	N	NNP
FoobarAB6_BazMoo_6BCBBADABDCDCBAB-1	N	NNP
FoobarAB4_BazMoo_5ABDDDCDDDDDBABD-1	N	NNP
FoobarAB7_BazMoo_3DAADDCCBDDBCDCC-1	N	NNP
FoobarAB3_BazMoo_3DCCBBDBADBCBACD-1	N	NNP
FoobarAB1_BazMoo_4BCDBBDCAADABCBB-1	N	NNP
FoobarAB5_BazMoo_3BDCDAACBCAAACDB-1	N	NNP
FoobarAB7_BazMoo_4AACBABCCBDACDAA-1	N	NNP
FoobarAB2_BazMoo_1CBAADDDCDBACBAD-1	N	NNP
FoobarAB8_BazMoo_1BDADBCBDABABAAB-1	N	NNP
FoobarAB1_BazMoo_2ADBBACCCABBADDA-1	N	NNP
FoobarAB1_BazMoo_3CDDBACDCCBDDDCB-1	N	NNP
FoobarAB6_BazMoo_4BBBCCACADBDADCD-1	N	NNP
FoobarAB4_BazMoo_8DABBCCAACBBDBCC-1	N	NNP
FoobarAB3_BazMoo_5DDBDBADABCCDABB-1	N	NNP
FoobarAB1_BazMoo_7CDCBDDACCABCCAC-1	N	NNP
FoobarAB7_BazMoo_6AAABADCAAABCCDA-1	N	NNP
FoobarAB4_BazMoo_5ACADDDDCDBDACAC-1	N	NNP
FoobarAB8_BazMoo_8CDBDDDACDAADACD-1	N	NNP
FoobarAB1_BazMoo_3CBDCCCAACCABCDD-1	N	NNP
FoobarAB7_BazMoo_5AADBCCCCBCBABBB-1	N	NNP
FoobarAB2_BazMoo_1CCDCCCACACCBDBC-1	N	NNP
FoobarAB1_BazMoo_6DBDACBCADAABBAB-1	N	NNP
FoobarAB8_BazMoo_1DCDBCCCCDACABDA-1	N	NNP
FoobarAB6_BazMoo_2AAADAAABCCBDDAA-1	N	NNP
FoobarAB5_BazMoo_1DCDADCBAABDBACB-1	N	NNP
FoobarAB6_BazMoo_6BBDBBADBBDCBCDB-1	N	NNP
FoobarAB3_BazMoo_7BBDAADDCDBBCBAA-1	N	NNP
FoobarAB5_BazMoo_8DADBACABBDBBDBC-1	N	NNP
FoobarAB3_BazMoo_5ACACADAACDBACDC-1	N	NNP
FoobarAB5_BazMoo_7CBBDDDDACCCDCAC-1	N	NNP
FoobarAB4_BazMoo_3ADCCBCADBBACDBA-1	N	NNP
FoobarAB3_BazMoo_6DCCCACBDCAAADCD-1	N	NNP
FoobarAB4_BazMoo_2CACDCBABDCBDDCD-1	N	NNP
FoobarAB8_BazMoo_8DDDDDBADDCCBABA-1	N	NNP
FoobarAB6_BazMoo_3AADAABBBDCCACBA-1	N	NNP
FoobarAB6_BazMoo_1ACDCDCBCDCBCCCB-1	N	NNP
FoobarAB1_BazMoo_7CADCCCDDDDBDDDA-1	N	NNP
FoobarAB6_BazMoo_1CACBCCDBCBABACC-1	N	NNP
FoobarAB1_BazMoo_8CBBBBCAACBDCADC-1	N	NNP
FoobarAB1_BazMoo_5ACDCBBBDBCABACB-1	N	NNP
FoobarAB8_BazMoo_6BACAACBCAAAADBD-1	N	NNP
FoobarAB1_BazMoo_8CDCCCAADDCCBAAD-1	N	NNP
FoobarAB5_BazMoo_3BBDCCACCBDDBDBB-1	N	NNP
FoobarAB7_BazMoo_6CBDDDBBCCDABAAA-1	N	NNP
FoobarAB5_BazMoo_6CCABDDDCADDBCBA-1	N	NNP
FoobarAB6_BazMoo_8ACBDAACCBCDAABB-1	N	NNP
FoobarAB1_BazMoo_5ABDAADBBDCDBCDC-1	N	NNP
FoobarAB4_BazMoo_3ACBCBAABCDCBACB-1	N	NNP
FoobarAB5_BazMoo_4BCBDBDADDCCCCAA-1	N	NNP
FoobarAB7_BazMoo_3CDBCDBABADCCADD-1	N	NNP
FoobarAB2_BazMoo_7CBBBBACABDABBAC-1	N	NNP
FoobarAB7_BazMoo_5CCCDADDABDCADCD-1	N	NNP
FoobarAB5_BazMoo_5BCADDAADACDADCC-1	N	NNP
FoobarAB4_BazMoo_8DDBDBAADACBBACA-1	N	NNP
FoobarAB4_BazMoo_4CCBBACCBCABBDDD-1	N	NNP
FoobarAB2_BazMoo_7DDDBBBDBCCADDCD-1	N	NNP
FoobarAB6_BazMoo_7CDACBADBDACCCCD-1	N	NNP
FoobarAB4_BazMoo_3BAACCCAABADABBC-1	N	NNP
FoobarAB4_BazMoo_3CDDCCBCABABBBAB-1	N	NNP
FoobarAB7_BazMoo_5CCBBAADACCABCCB-1	N	NNP
FoobarAB5_BazMoo_4CCDCCCCABBDDBCC-1	N	NNP
FoobarAB2_BazMoo_7DBBDCBAADAABACD-1	N	NNP
FoobarAB7_BazMoo_2DACCADDBDBADBDB-1	N	NNP
FoobarAB8_BazMoo_6CACBDBBBCBBCABA-1	N	NNP
FoobarAB2_BazMoo_8ADBCADAACCDDADD-1	N	NNP
FoobarAB1_BazMoo_6BDBACDDBAAADABA-1	N	NNP
FoobarAB7_BazMoo_5DBBDBCBADDCAADD-1	N	NNP
FoobarAB6_BazMoo_6AADAAAADCDDCDCB-1	N	NNP
FoobarAB7_BazMoo_8DADDDCDCCBACDCB-1	N	NNP
FoobarAB5_BazMoo_1BACBCCABADBCDBC-1	N	NNP
FoobarAB3_BazMoo_4BACABBDACDCAABA-1	N	NNP
FoobarAB8_BazMoo_4BBBBCBBADCBDBDC-1	N	NNP
FoobarAB3_BazMoo_4BAADCCBDDBCCACC-1	N	NNP
FoobarAB4_BazMoo_4DAABBBCDDCDDBDC-1	N	NNP
FoobarAB8_BazMoo_6DAADBABBDCCAABB-1	N	NNP
FoobarAB6_BazMoo_2ACDDDDAADDBCCDB-1	N	NNP
FoobarAB7_BazMoo_2DBCADACAABDDCDD-1	N	NNP
FoobarAB4_BazMoo_4DADCACABCACDCAA-1	N	NNP
FoobarAB8_BazMoo_2BDDBDABABBCBDCC-1	N	NNP
FoobarAB1_BazMoo_2CBBBABDCDBDBBCA-1	N	NNP
FoobarAB1_BazMoo_8DBBACAAADBAAABC-1	N	NNP
FoobarAB3_BazMoo_6BBDADCCBCBCBBBB-1	N	NNP
FoobarAB2_BazMoo_1CABADADBDBCCABC-1	N	NNP
FoobarAB1_BazMoo_6ACDBCCCCBCCDCCD-1	N	NNP
FoobarAB8_BazMoo_1CBCCCABDCDCCCDA-1	N	NNP
FoobarAB4_BazMoo_1ACBBCBDDBCADCAD-1	N	NNP
FoobarAB3_BazMoo_4ADBDCBBCCBDDAAB-1	N	NNP
FoobarAB5_BazMoo_3CBCADBDCBBBDADC-1	N	NNP
FoobarAB7_BazMoo_6BCAAACADBCCCCDD-1	N	NNP
FoobarAB4_BazMoo_8AACDBBDBBCDABDD-1	N	NNP
FoobarAB4_BazMoo_6ADCBDCCACDBCBDB-1	N	NNP
FoobarAB1_BazMoo_4DDCDDCBABDCBDBB-1	N	NNP
FoobarAB6_BazMoo_4CABCDDCCACBADCB-1	N	NNP
FoobarAB3_BazMoo_5DBACBABCBDDDBBB-1	N	NNP
FoobarAB2_BazMoo_6CCDAAADDCDADCCC-1	N	NNP
FoobarAB7_BazMoo_4DABBBDCBBBDAAAC-1	N	NNP
FoobarAB5_BazMoo_1AACABDABCADABCD-1	N	NNP
FoobarAB7_BazMoo_3BABCBCDDDCBCDBB-1	N	NNP
FoobarAB3_BazMoo_6BCDDCDBCDCACCBD-1	N	NNP
FoobarAB2_BazMoo_1AADAACABABABACB-1	N	NNP
FoobarAB3_BazMoo_7BDDACCADDCAAADD-1	N	NNP
FoobarAB1_BazMoo_1DADAADCCBCBBDAA-1	N	NNP
FoobarAB7_BazMoo_6CCCAACAABBBCAAA-1	N	NNP
FoobarAB1_BazMoo_6DAACACDBAACDCCB-1	N	NNP
FoobarAB2_BazMoo_3ADACACDBBDBDDAD-1	N	NNP
FoobarAB2_BazMoo_5ABCDADDABDBDABC-1	N	NNP
FoobarAB3_BazMoo_3CCBBACCAACCDCBD-1	N	NNP
FoobarAB3_BazMoo_3CCACDCDCCDABCAC-1	N	NNP
FoobarAB4_BazMoo_7BCDCCBCAACAAAAC-1	N	NNP
FoobarAB4_BazMoo_1DDCDCCCDCBADBBA-1	N	NNP
FoobarAB1_BazMoo_2BBBCCCDDDCDACBC-1	N	NNP
FoobarAB6_BazMoo_2CCACDDDBBCCBADA-1	N	NNP
FoobarAB3_BazMoo_4ACACBABCABDDBAA-1	N	NNP
FoobarAB1_BazMoo_8BCDBCCDBCCCBBCD-1	N	NNP
FoobarAB4_BazMoo_2CDADCBDAAACCCCD-1	N	NNP
