GENE	AE_1	AE_2
AC090337.1	44381.2	44382.2
AC090337.2	44382.2	44383.2
AC026585.1	44383.2	44384.2
DOK6	44384.2	44385.2
AC119868.1	44385.2	44386.2
AC119868.2	44386.2	44387.2
AC068254.2	44387.2	44388.2
AC068254.1	44388.2	44389.2
CD226	44389.2	44390.2
RTTN	44390.2	44391.2
SOCS6	44391.2	44392.2
LINC01909	44392.2	44393.2
LIVAR	44393.2	44394.2
LINC01910	44394.2	44395.2
LARP7P3	44395.2	44396.2
RPS2P6	44396.2	44397.2
AC091305.1	44397.2	44398.2
GTSCR1	44398.2	44399.2
AC090415.2	44399.2	44400.2
AC090415.1	44400.2	44401.2
AC091691.1	44401.2	44402.2
LINC01541	44402.2	44403.2
AC090312.1	44403.2	44404.2
AC090312.2	44404.2	44405.2
LINC01899	44405.2	44406.2
AC027458.1	44406.2	44407.2
AC069114.1	44407.2	44408.2
AC069114.2	44408.2	44409.2
CBLN2	44409.2	44410.2
HNRNPA1P11	44410.2	44411.2
NETO1	44411.2	44412.2
AC023301.1	44412.2	44413.2
AC091138.1	44413.2	44414.2
LINC02864	44414.2	44415.2
LINC02582	44415.2	44416.2
AC079070.1	44416.2	44417.2
AC090125.1	44417.2	44418.2
AC010947.1	44418.2	44419.2
FBXO15	44419.2	44420.2
TIMM21	44420.2	44421.2
AC090398.1	44421.2	44422.2
CYB5A	44422.2	44423.2
C18orf63	44423.2	44424.2
FAUP1	44424.2	44425.2
LINC01922	44425.2	44426.2
DIPK1C	44426.2	44427.2
CNDP2	44427.2	44428.2
AC009704.2	44428.2	44429.2
CNDP1	44429.2	44430.2
AC009704.1	44430.2	44431.2
LINC00909	44431.2	44432.2
ZNF407	44432.2	44433.2
AC015819.2	44433.2	44434.2
AC015819.1	44434.2	44435.2
AC015819.3	44435.2	44436.2
AC015819.5	44436.2	44437.2
ZADH2	44437.2	44438.2
TSHZ1	44438.2	44439.2
AC116003.3	44439.2	44440.2
AC116003.1	44440.2	44441.2
SMIM21	44441.2	44442.2
AC116003.2	44442.2	44443.2
LINC01898	44443.2	44444.2
AC021506.1	44444.2	44445.2
AC021506.2	44445.2	44446.2
AC090457.1	44446.2	44447.2
AC011095.1	44447.2	44448.2
AC103808.6	44448.2	44449.2
AC103808.2	44449.2	44450.2
AC103808.4	44450.2	44451.2
AC103808.3	44451.2	44452.2
AC103808.1	44452.2	44453.2
AC103808.5	44453.2	44454.2
ZNF516	44454.2	44455.2
AC009716.1	44455.2	44456.2
AC009716.2	44456.2	44457.2
AC018413.1	44457.2	44458.2
ZNF516-DT	44458.2	44459.2
LINC00683	44459.2	44460.2
AC034110.1	44460.2	44461.2
LINC01879	44461.2	44462.2
ARL2BPP1	44462.2	44463.2
CCND3P2	44463.2	44464.2
AC139085.1	44464.2	44465.2
ZNF236-DT	44465.2	44466.2
AC027575.2	44466.2	44467.2
ZNF236	44467.2	44468.2
RPL26P35	44468.2	44469.2
AC027575.1	44469.2	44470.2
AC093330.1	44470.2	44471.2
MBP	44471.2	44472.2
AC093330.2	44472.2	44473.2
AC018529.1	44473.2	44474.2
AC018529.3	44474.2	44475.2
AC018529.2	44475.2	44476.2
AC100863.1	44476.2	44477.2
GALR1	44477.2	44478.2
BDP1P	44478.2	44479.2
AC123786.1	44479.2	44480.2
AC123786.2	44480.2	44481.2
LINC01029	44481.2	44482.2
AC134978.1	44482.2	44483.2
AC107892.1	44483.2	44484.2
AC087399.1	44484.2	44485.2
AC012572.1	44485.2	44486.2
AC044873.1	44486.2	44487.2
AC091027.2	44487.2	44488.2
AC091027.1	44488.2	44489.2
LINC01896	44489.2	44490.2
SALL3	44490.2	44491.2
ATP9B	44491.2	44492.2
AC099689.3	44492.2	44493.2
AC125437.1	44493.2	44494.2
AC125437.2	44494.2	44495.2
AC125437.3	44495.2	44496.2
AC104423.1	44496.2	44497.2
AC023090.1	44497.2	44498.2
AC023090.2	44498.2	44499.2
NFATC1	44499.2	44500.2
AC018445.3	44500.2	44501.2
AC018445.5	44501.2	44502.2
AC018445.1	44502.2	44503.2
AC018445.4	44503.2	44504.2
AC018445.2	44504.2	44505.2
AC068473.3	44505.2	44506.2
AC068473.4	44506.2	44507.2
AC068473.1	44507.2	44508.2
AC068473.5	44508.2	44509.2
CTDP1	44509.2	44510.2
AC068473.2	44510.2	44511.2
AC021594.1	44511.2	44512.2
AC021594.2	44512.2	44513.2
KCNG2	44513.2	44514.2
AC114341.1	44514.2	44515.2
SLC66A2	44515.2	44516.2
HSBP1L1	44516.2	44517.2
TXNL4A	44517.2	44518.2
AC090360.1	44518.2	44519.2
RBFA	44519.2	44520.2
RBFADN	44520.2	44521.2
SLC25A6P4	44521.2	44522.2
ADNP2	44522.2	44523.2
PARD6G-AS1	44523.2	44524.2
PARD6G	44524.2	44525.2
AC139100.2	44525.2	44526.2
AC139100.1	44526.2	44527.2
DEFB125	44527.2	44528.2
DEFB126	44528.2	44529.2
DEFB127	44529.2	44530.2
DEFB128	44530.2	44531.2
DEFB129	44531.2	44532.2
DEFB132	44532.2	44533.2
AL034548.1	44533.2	44534.2
C20orf96	44534.2	44535.2
ZCCHC3	44535.2	44536.2
AL034548.2	44536.2	44537.2
SOX12	44537.2	44538.2
NRSN2	44538.2	44539.2
TRIB3	44539.2	44540.2
RBCK1	44540.2	44541.2
TBC1D20	44541.2	44542.2
CSNK2A1	44542.2	44543.2
TCF15	44543.2	44544.2
SRXN1	44544.2	44545.2
AL121758.1	44545.2	44546.2
SCRT2	44546.2	44547.2
SLC52A3	44547.2	44548.2
FAM110A	44548.2	44549.2
RPS10P5	44549.2	44550.2
ANGPT4	44550.2	44551.2
RSPO4	44551.2	44552.2
AL110114.1	44552.2	44553.2
PSMF1	44553.2	44554.2
ACTG1P3	44554.2	44555.2
TMEM74B	44555.2	44556.2
AL031665.1	44556.2	44557.2
C20orf202	44557.2	44558.2
RAD21L1	44558.2	44559.2
SNPH	44559.2	44560.2
SDCBP2	44560.2	44561.2
AL136531.2	44561.2	44562.2
AL136531.3	44562.2	44563.2
SDCBP2-AS1	44563.2	44564.2
AL136531.1	44564.2	44565.2
FKBP1A	44565.2	44566.2
NSFL1C	44566.2	44567.2
SIRPB2	44567.2	44568.2
AL049634.1	44568.2	44569.2
SIRPD	44569.2	44570.2
AL049634.2	44570.2	44571.2
SIRPB1	44571.2	44572.2
AL049634.3	44572.2	44573.2
SIRPG	44573.2	44574.2
SIRPG-AS1	44574.2	44575.2
SIRPB3P	44575.2	44576.2
AL109809.3	44576.2	44577.2
AL109809.2	44577.2	44578.2
AL109809.4	44578.2	44579.2
CKAP2LP1	44579.2	44580.2
AL109809.1	44580.2	44581.2
AL117335.1	44581.2	44582.2
SIRPA	44582.2	44583.2
PDYN-AS1	44583.2	44584.2
PDYN	44584.2	44585.2
RPL7P2	44585.2	44586.2
STK35	44586.2	44587.2
AL359916.1	44587.2	44588.2
AL121899.1	44588.2	44589.2
AL121899.2	44589.2	44590.2
TGM3	44590.2	44591.2
TGM6	44591.2	44592.2
SNRPB	44592.2	44593.2
AL049650.1	44593.2	44594.2
ZNF343	44594.2	44595.2
TMC2	44595.2	44596.2
NOP56	44596.2	44597.2
IDH3B	44597.2	44598.2
AL049712.1	44598.2	44599.2
EBF4	44599.2	44600.2
RPL19P1	44600.2	44601.2
CPXM1	44601.2	44602.2
AL035460.1	44602.2	44603.2
C20orf141	44603.2	44604.2
TMEM239	44604.2	44605.2
PCED1A	44605.2	44606.2
VPS16	44606.2	44607.2
PTPRA	44607.2	44608.2
GNRH2	44608.2	44609.2
MRPS26	44609.2	44610.2
OXT	44610.2	44611.2
AVP	44611.2	44612.2
UBOX5-AS1	44612.2	44613.2
UBOX5	44613.2	44614.2
FASTKD5	44614.2	44615.2
LZTS3	44615.2	44616.2
DDRGK1	44616.2	44617.2
ITPA	44617.2	44618.2
SLC4A11	44618.2	44619.2
AL109976.1	44619.2	44620.2
C20orf194	44620.2	44621.2
UBE2V1P1	44621.2	44622.2
AL117334.1	44622.2	44623.2
AL353193.1	44623.2	44624.2
ATRN	44624.2	44625.2
SF3A3P1	44625.2	44626.2
GFRA4	44626.2	44627.2
ADAM33	44627.2	44628.2
SIGLEC1	44628.2	44629.2
HSPA12B	44629.2	44630.2
C20orf27	44630.2	44631.2
SPEF1	44631.2	44632.2
CENPB	44632.2	44633.2
CDC25B	44633.2	44634.2
LINC01730	44634.2	44635.2
AL109804.1	44635.2	44636.2
AP5S1	44636.2	44637.2
MAVS	44637.2	44638.2
PANK2-AS1	44638.2	44639.2
PANK2	44639.2	44640.2
AL031670.1	44640.2	44641.2
RNF24	44641.2	44642.2
FTLP3	44642.2	44643.2
RPL21P2	44643.2	44644.2
AL356414.1	44644.2	44645.2
SMOX	44645.2	44646.2
ADRA1D	44646.2	44647.2
AL139350.1	44647.2	44648.2
AL121781.1	44648.2	44649.2
AL121916.1	44649.2	44650.2
RPS4XP2	44650.2	44651.2
PRNP	44651.2	44652.2
PRND	44652.2	44653.2
PRNT	44653.2	44654.2
IDI1P3	44654.2	44655.2
AL133396.1	44655.2	44656.2
RASSF2	44656.2	44657.2
SLC23A2	44657.2	44658.2
AL121890.1	44658.2	44659.2
AL121890.3	44659.2	44660.2
AL121890.2	44660.2	44661.2
AL121890.5	44661.2	44662.2
AL121890.4	44662.2	44663.2
TMEM230	44663.2	44664.2
PCNA	44664.2	44665.2
CDS2	44665.2	44666.2
UBE2D3P1	44666.2	44667.2
PROKR2	44667.2	44668.2
AL121757.2	44668.2	44669.2
AL121757.3	44669.2	44670.2
LINC00658	44670.2	44671.2
AL121757.1	44671.2	44672.2
LINC00654	44672.2	44673.2
LINC01729	44673.2	44674.2
RPS18P1	44674.2	44675.2
AL109935.1	44675.2	44676.2
GPCPD1	44676.2	44677.2
EIF4EP1	44677.2	44678.2
SHLD1	44678.2	44679.2
CHGB	44679.2	44680.2
KANK1P1	44680.2	44681.2
TRMT6	44681.2	44682.2
MCM8	44682.2	44683.2
AL035461.3	44683.2	44684.2
AL035461.1	44684.2	44685.2
MCM8-AS1	44685.2	44686.2
AL035461.2	44686.2	44687.2
CRLS1	44687.2	44688.2
LRRN4	44688.2	44689.2
AL118505.1	44689.2	44690.2
FERMT1	44690.2	44691.2
TARDBPP1	44691.2	44692.2
AL109618.1	44692.2	44693.2
AL109618.2	44693.2	44694.2
AL109618.3	44694.2	44695.2
CASC20	44695.2	44696.2
LINC01713	44696.2	44697.2
BMP2	44697.2	44698.2
AL096799.1	44698.2	44699.2
LINC01428	44699.2	44700.2
AL080248.1	44700.2	44701.2
LINC01751	44701.2	44702.2
LINC01706	44702.2	44703.2
AL031679.1	44703.2	44704.2
AL021879.1	44704.2	44705.2
HAO1	44705.2	44706.2
TMX4	44706.2	44707.2
AL021396.1	44707.2	44708.2
PLCB1	44708.2	44709.2
PHKBP1	44709.2	44710.2
PLCB1-IT1	44710.2	44711.2
AL445567.1	44711.2	44712.2
AL445567.2	44712.2	44713.2
PLCB4	44713.2	44714.2
LAMP5-AS1	44714.2	44715.2
LAMP5	44715.2	44716.2
PAK5	44716.2	44717.2
AL353612.1	44717.2	44718.2
PARAL1	44718.2	44719.2
ANKEF1	44719.2	44720.2
SNAP25-AS1	44720.2	44721.2
AL354824.1	44721.2	44722.2
SNAP25	44722.2	44723.2
HIGD1AP15	44723.2	44724.2
RPL23AP6	44724.2	44725.2
SDAD1P2	44725.2	44726.2
MKKS	44726.2	44727.2
AL034430.1	44727.2	44728.2
AL034430.2	44728.2	44729.2
SLX4IP	44729.2	44730.2
AL035456.1	44730.2	44731.2
JAG1	44731.2	44732.2
AL050403.2	44732.2	44733.2
LINC01752	44733.2	44734.2
AL135937.1	44734.2	44735.2
FAT1P1	44735.2	44736.2
AL158042.1	44736.2	44737.2
AL049649.1	44737.2	44738.2
RPS11P1	44738.2	44739.2
AL109837.2	44739.2	44740.2
AL109837.1	44740.2	44741.2
PGAM3P	44741.2	44742.2
AL161938.1	44742.2	44743.2
LINC00687	44743.2	44744.2
AL080274.1	44744.2	44745.2
BTBD3	44745.2	44746.2
AL035448.1	44746.2	44747.2
AL109838.1	44747.2	44748.2
AL136460.1	44748.2	44749.2
PA2G4P2	44749.2	44750.2
LINC01722	44750.2	44751.2
AL078623.1	44751.2	44752.2
AL133331.1	44752.2	44753.2
LINC01723	44753.2	44754.2
SPTLC3	44754.2	44755.2
AL109983.1	44755.2	44756.2
ISM1	44756.2	44757.2
ISM1-AS1	44757.2	44758.2
AL050320.1	44758.2	44759.2
AL121782.1	44759.2	44760.2
TASP1	44760.2	44761.2
GAPDHP2	44761.2	44762.2
ESF1	44762.2	44763.2
NDUFAF5	44763.2	44764.2
SEL1L2	44764.2	44765.2
MACROD2	44765.2	44766.2
RPS3P1	44766.2	44767.2
AIMP1P1	44767.2	44768.2
FLRT3	44768.2	44769.2
RNF11P2	44769.2	44770.2
MACROD2-IT1	44770.2	44771.2
RPS10P2	44771.2	44772.2
MACROD2-AS1	44772.2	44773.2
AL138808.1	44773.2	44774.2
AL121584.1	44774.2	44775.2
ENSAP1	44775.2	44776.2
PPIAP17	44776.2	44777.2
KIF16B	44777.2	44778.2
AL049794.1	44778.2	44779.2
AL049794.2	44779.2	44780.2
RPLP0P1	44780.2	44781.2
AL135938.1	44781.2	44782.2
AL034428.1	44782.2	44783.2
SNRPB2	44783.2	44784.2
OTOR	44784.2	44785.2
AL121892.1	44785.2	44786.2
AL359511.1	44786.2	44787.2
PCSK2	44787.2	44788.2
DYNLT3P1	44788.2	44789.2
BFSP1	44789.2	44790.2
RPS27AP2	44790.2	44791.2
AL132765.2	44791.2	44792.2
DSTN	44792.2	44793.2
AL132765.1	44793.2	44794.2
RRBP1	44794.2	44795.2
BANF2	44795.2	44796.2
AL035045.1	44796.2	44797.2
SNX5	44797.2	44798.2
OVOL2	44798.2	44799.2
MGME1	44799.2	44800.2
PTMAP3	44800.2	44801.2
AL160411.1	44801.2	44802.2
RPL15P1	44802.2	44803.2
KAT14	44803.2	44804.2
PET117	44804.2	44805.2
GGCTP2	44805.2	44806.2
ZNF133	44806.2	44807.2
AL049646.1	44807.2	44808.2
ZNF133-AS1	44808.2	44809.2
LINC00851	44809.2	44810.2
DZANK1	44810.2	44811.2
GCNT1P1	44811.2	44812.2
POLR3F	44812.2	44813.2
RPL21P3	44813.2	44814.2
RBBP9	44814.2	44815.2
RPS19P1	44815.2	44816.2
SEC23B	44816.2	44817.2
SMIM26	44817.2	44818.2
AL121900.1	44818.2	44819.2
DTD1	44819.2	44820.2
DUXAP7	44820.2	44821.2
DTD1-AS1	44821.2	44822.2
EEF1A1P34	44822.2	44823.2
LINC00652	44823.2	44824.2
LINC00653	44824.2	44825.2
SCP2D1-AS1	44825.2	44826.2
SCP2D1	44826.2	44827.2
AL135936.1	44827.2	44828.2
SLC24A3	44828.2	44829.2
AL136090.1	44829.2	44830.2
SLC24A3-AS1	44830.2	44831.2
AL121830.1	44831.2	44832.2
AL121761.1	44832.2	44833.2
RIN2	44833.2	44834.2
RPL12P12	44834.2	44835.2
NAA20	44835.2	44836.2
CRNKL1	44836.2	44837.2
CFAP61	44837.2	44838.2
AL035454.1	44838.2	44839.2
AL049648.1	44839.2	44840.2
RPL17P1	44840.2	44841.2
CFAP61-AS1	44841.2	44842.2
AL161658.1	44842.2	44843.2
INSM1	44843.2	44844.2
RALGAPA2	44844.2	44845.2
EIF4E2P1	44845.2	44846.2
LLPHP1	44846.2	44847.2
MRPS11P1	44847.2	44848.2
AL133465.1	44848.2	44849.2
LINC00237	44849.2	44850.2
AL121759.2	44850.2	44851.2
RPL24P2	44851.2	44852.2
KIZ	44852.2	44853.2
AL121759.1	44853.2	44854.2
KIZ-AS1	44854.2	44855.2
RPS15AP1	44855.2	44856.2
ZNF877P	44856.2	44857.2
AL117332.1	44857.2	44858.2
XRN2	44858.2	44859.2
NKX2-4	44859.2	44860.2
AL158013.1	44860.2	44861.2
AL133325.1	44861.2	44862.2
AL133325.3	44862.2	44863.2
GSTM3P1	44863.2	44864.2
NKX2-2	44864.2	44865.2
NKX2-2-AS1	44865.2	44866.2
AL133325.2	44866.2	44867.2
LINC01727	44867.2	44868.2
LINC01726	44868.2	44869.2
PAX1	44869.2	44870.2
SLC25A6P1	44870.2	44871.2
RPL41P1	44871.2	44872.2
AL109807.1	44872.2	44873.2
AL035258.1	44873.2	44874.2
LINC01427	44874.2	44875.2
AL049737.1	44875.2	44876.2
AL121912.1	44876.2	44877.2
AL133464.1	44877.2	44878.2
LINC00261	44878.2	44879.2
FOXA2	44879.2	44880.2
LNCNEF	44880.2	44881.2
LINC01747	44881.2	44882.2
AL158175.1	44882.2	44883.2
KRT18P3	44883.2	44884.2
CYB5AP4	44884.2	44885.2
AL353132.1	44885.2	44886.2
AL049651.1	44886.2	44887.2
AL049651.2	44887.2	44888.2
SSTR4	44888.2	44889.2
THBD	44889.2	44890.2
AL118508.3	44890.2	44891.2
CD93	44891.2	44892.2
AL118508.2	44892.2	44893.2
AL118508.1	44893.2	44894.2
AL390037.1	44894.2	44895.2
NXT1-AS1	44895.2	44896.2
NXT1	44896.2	44897.2
LINC01431	44897.2	44898.2
GZF1	44898.2	44899.2
NAPB	44899.2	44900.2
CSTL1	44900.2	44901.2
CST11	44901.2	44902.2
AL096677.1	44902.2	44903.2
CST12P	44903.2	44904.2
AL109954.1	44904.2	44905.2
AL109954.2	44905.2	44906.2
CST8	44906.2	44907.2
CST13P	44907.2	44908.2
CST9LP1	44908.2	44909.2
CST9L	44909.2	44910.2
CST9LP2	44910.2	44911.2
CST9	44911.2	44912.2
CST3	44912.2	44913.2
AL121894.2	44913.2	44914.2
AL121894.1	44914.2	44915.2
AL121894.3	44915.2	44916.2
CST4	44916.2	44917.2
CST2P1	44917.2	44918.2
AL591074.2	44918.2	44919.2
CST1	44919.2	44920.2
CSTP2	44920.2	44921.2
CST2	44921.2	44922.2
CST5	44922.2	44923.2
CSTP1	44923.2	44924.2
AL133466.1	44924.2	44925.2
GGTLC1	44925.2	44926.2
POM121L3P	44926.2	44927.2
LINC01721	44927.2	44928.2
AL110503.1	44928.2	44929.2
AL158090.1	44929.2	44930.2
GAPDHP53	44930.2	44931.2
SYNDIG1	44931.2	44932.2
AL157413.1	44932.2	44933.2
AL049594.1	44933.2	44934.2
AL035661.1	44934.2	44935.2
CST7	44935.2	44936.2
APMAP	44936.2	44937.2
ACSS1	44937.2	44938.2
AL080312.2	44938.2	44939.2
VSX1	44939.2	44940.2
AL080312.1	44940.2	44941.2
AL035252.2	44941.2	44942.2
AL035252.1	44942.2	44943.2
AL035252.5	44943.2	44944.2
ENTPD6	44944.2	44945.2
AL035252.4	44945.2	44946.2
AL035252.3	44946.2	44947.2
AL121772.1	44947.2	44948.2
PYGB	44948.2	44949.2
AL121772.2	44949.2	44950.2
AL121772.3	44950.2	44951.2
ABHD12	44951.2	44952.2
PPIAP2	44952.2	44953.2
GINS1	44953.2	44954.2
NINL	44954.2	44955.2
NANP	44955.2	44956.2
ZNF337-AS1	44956.2	44957.2
MED28P7	44957.2	44958.2
ZNF337	44958.2	44959.2
AL031673.1	44959.2	44960.2
AL390198.1	44960.2	44961.2
VN1R108P	44961.2	44962.2
FAM182B	44962.2	44963.2
BSNDP1	44963.2	44964.2
AL390198.2	44964.2	44965.2
BSNDP2	44965.2	44966.2
CFTRP1	44966.2	44967.2
FAM182A	44967.2	44968.2
AL078587.1	44968.2	44969.2
AL450124.1	44969.2	44970.2
BSNDP3	44970.2	44971.2
NCOR1P1	44971.2	44972.2
AL391119.1	44972.2	44973.2
MIR663AHG	44973.2	44974.2
AL121904.1	44974.2	44975.2
FRG1CP	44975.2	44976.2
FRG1DP	44976.2	44977.2
DUX4L32	44977.2	44978.2
PCMTD1P7	44978.2	44979.2
DUX4L33	44979.2	44980.2
DUX4L34	44980.2	44981.2
FRG2EP	44981.2	44982.2
RARRES2P11	44982.2	44983.2
AGGF1P10	44983.2	44984.2
DUX4L35	44984.2	44985.2
FRG1EP	44985.2	44986.2
CFTRP2	44986.2	44987.2
CDC27P3	44987.2	44988.2
DUX4L37	44988.2	44989.2
CFTRP3	44989.2	44990.2
AL121762.1	44990.2	44991.2
FAM242A	44991.2	44992.2
FRG1BP	44992.2	44993.2
MLLT10P1	44993.2	44994.2
AC018688.1	44994.2	44995.2
ANKRD20A21P	44995.2	44996.2
DEFB115	44996.2	44997.2
DKKL1P1	44997.2	44998.2
AL121723.1	44998.2	44999.2
DEFB116	44999.2	45000.2
RPL31P3	45000.2	45001.2
HAUS6P2	45001.2	45002.2
DEFB117	45002.2	45003.2
DEFB118	45003.2	45004.2
DEFB119	45004.2	45005.2
DEFB121	45005.2	45006.2
DEFB122	45006.2	45007.2
DEFB123	45007.2	45008.2
DEFB124	45008.2	45009.2
REM1	45009.2	45010.2
LINC00028	45010.2	45011.2
HM13	45011.2	45012.2
AL110115.1	45012.2	45013.2
MCTS2P	45013.2	45014.2
HM13-IT1	45014.2	45015.2
HM13-AS1	45015.2	45016.2
AL110115.2	45016.2	45017.2
ID1	45017.2	45018.2
COX4I2	45018.2	45019.2
BCL2L1	45019.2	45020.2
BCL2L1-AS1	45020.2	45021.2
ABALON	45021.2	45022.2
TPX2	45022.2	45023.2
AL160175.1	45023.2	45024.2
MYLK2	45024.2	45025.2
FOXS1	45025.2	45026.2
DUSP15	45026.2	45027.2
TTLL9	45027.2	45028.2
PDRG1	45028.2	45029.2
XKR7	45029.2	45030.2
AL031658.2	45030.2	45031.2
AL031658.1	45031.2	45032.2
CCM2L	45032.2	45033.2
HCK	45033.2	45034.2
TM9SF4	45034.2	45035.2
AL049539.1	45035.2	45036.2
RSL24D1P6	45036.2	45037.2
TSPY26P	45037.2	45038.2
PLAGL2	45038.2	45039.2
POFUT1	45039.2	45040.2
KIF3B	45040.2	45041.2
AL121583.1	45041.2	45042.2
ASXL1	45042.2	45043.2
NOL4L	45043.2	45044.2
AL034550.1	45044.2	45045.2
AL034550.2	45045.2	45046.2
AL133343.2	45046.2	45047.2
NOL4L-DT	45047.2	45048.2
AL133343.1	45048.2	45049.2
C20orf203	45049.2	45050.2
FO393400.1	45050.2	45051.2
BAK1P1	45051.2	45052.2
COMMD7	45052.2	45053.2
DNMT3B	45053.2	45054.2
MAPRE1	45054.2	45055.2
AL035071.2	45055.2	45056.2
AL035071.1	45056.2	45057.2
EFCAB8	45057.2	45058.2
SUN5	45058.2	45059.2
BPIFB2	45059.2	45060.2
BPIFB6	45060.2	45061.2
PUDPP3	45061.2	45062.2
BPIFB3	45062.2	45063.2
BPIFB4	45063.2	45064.2
BPIFA2	45064.2	45065.2
SOCS2P1	45065.2	45066.2
BPIFA4P	45066.2	45067.2
AL121901.1	45067.2	45068.2
BPIFA3	45068.2	45069.2
BPIFA1	45069.2	45070.2
RPL12P3	45070.2	45071.2
BPIFB1	45071.2	45072.2
BPIFB5P	45072.2	45073.2
BPIFB9P	45073.2	45074.2
CDK5RAP1	45074.2	45075.2
SNTA1	45075.2	45076.2
CBFA2T2	45076.2	45077.2
AL121906.2	45077.2	45078.2
NECAB3	45078.2	45079.2
C20orf144	45079.2	45080.2
ACTL10	45080.2	45081.2
AL121906.1	45081.2	45082.2
E2F1	45082.2	45083.2
PXMP4	45083.2	45084.2
AL050349.1	45084.2	45085.2
ZNF341	45085.2	45086.2
RPL31P2	45086.2	45087.2
ZNF341-AS1	45087.2	45088.2
CHMP4B	45088.2	45089.2
TPM3P2	45089.2	45090.2
PIGPP3	45090.2	45091.2
RALY-AS1	45091.2	45092.2
RALY	45092.2	45093.2
AL031668.1	45093.2	45094.2
EIF2S2	45094.2	45095.2
RPS2P1	45095.2	45096.2
ASIP	45096.2	45097.2
XPOTP1	45097.2	45098.2
AL035458.2	45098.2	45099.2
AL035458.1	45099.2	45100.2
AHCY	45100.2	45101.2
AL356299.2	45101.2	45102.2
AL356299.1	45102.2	45103.2
ITCH	45103.2	45104.2
CDC42P1	45104.2	45105.2
ITCH-AS1	45105.2	45106.2
ITCH-IT1	45106.2	45107.2
FDX1P1	45107.2	45108.2
AL109923.1	45108.2	45109.2
DYNLRB1	45109.2	45110.2
MAP1LC3A	45110.2	45111.2
PIGU	45111.2	45112.2
AL118520.1	45112.2	45113.2
NCOA6	45113.2	45114.2
TP53INP2	45114.2	45115.2
HMGB3P1	45115.2	45116.2
GGT7	45116.2	45117.2
ACSS2	45117.2	45118.2
GSS	45118.2	45119.2
MYH7B	45119.2	45120.2
TRPC4AP	45120.2	45121.2
EDEM2	45121.2	45122.2
PROCR	45122.2	45123.2
AL356652.1	45123.2	45124.2
MMP24OS	45124.2	45125.2
MT1P3	45125.2	45126.2
MMP24	45126.2	45127.2
AL121753.2	45127.2	45128.2
AL121753.1	45128.2	45129.2
EIF6	45129.2	45130.2
FAM83C-AS1	45130.2	45131.2
FAM83C	45131.2	45132.2
UQCC1	45132.2	45133.2
GDF5-AS1	45133.2	45134.2
GDF5	45134.2	45135.2
CEP250	45135.2	45136.2
CEP250-AS1	45136.2	45137.2
FO393401.1	45137.2	45138.2
C20orf173	45138.2	45139.2
ERGIC3	45139.2	45140.2
RPL36P4	45140.2	45141.2
FER1L4	45141.2	45142.2
RPL37P1	45142.2	45143.2
SPAG4	45143.2	45144.2
CPNE1	45144.2	45145.2
AL109827.1	45145.2	45146.2
RBM12	45146.2	45147.2
NFS1	45147.2	45148.2
ROMO1	45148.2	45149.2
RBM39	45149.2	45150.2
RPF2P1	45150.2	45151.2
PHF20	45151.2	45152.2
COX7BP2	45152.2	45153.2
HIGD1AP16	45153.2	45154.2
SCAND1	45154.2	45155.2
CNBD2	45155.2	45156.2
NORAD	45156.2	45157.2
AL035420.1	45157.2	45158.2
AL035420.3	45158.2	45159.2
HMGB3P2	45159.2	45160.2
AL035420.2	45160.2	45161.2
EPB41L1	45161.2	45162.2
AL121895.1	45162.2	45163.2
AL121895.2	45163.2	45164.2
AAR2	45164.2	45165.2
DLGAP4	45165.2	45166.2
DLGAP4-AS1	45166.2	45167.2
MYL9	45167.2	45168.2
TGIF2	45168.2	45169.2
TGIF2-RAB5IF	45169.2	45170.2
RAB5IF	45170.2	45171.2
SLA2	45171.2	45172.2
HNRNPA3P2	45172.2	45173.2
NDRG3	45173.2	45174.2
DSN1	45174.2	45175.2
SOGA1	45175.2	45176.2
TLDC2	45176.2	45177.2
SAMHD1	45177.2	45178.2
RBL1	45178.2	45179.2
RPS3AP3	45179.2	45180.2
RPS27AP3	45180.2	45181.2
AL136172.1	45181.2	45182.2
MROH8	45182.2	45183.2
AL031659.1	45183.2	45184.2
RPN2	45184.2	45185.2
GHRH	45185.2	45186.2
MANBAL	45186.2	45187.2
AL034422.1	45187.2	45188.2
SRC	45188.2	45189.2
RPL7AP14	45189.2	45190.2
BLCAP	45190.2	45191.2
NNAT	45191.2	45192.2
AL109614.1	45192.2	45193.2
PPIAP3	45193.2	45194.2
LINC01746	45194.2	45195.2
GLRXP1	45195.2	45196.2
LINC00489	45196.2	45197.2
CTNNBL1	45197.2	45198.2
VSTM2L	45198.2	45199.2
TTI1	45199.2	45200.2
RPRD1B	45200.2	45201.2
AL031651.1	45201.2	45202.2
TGM2	45202.2	45203.2
KIAA1755	45203.2	45204.2
AL031651.2	45204.2	45205.2
AL359555.3	45205.2	45206.2
AL359555.4	45206.2	45207.2
AL359555.2	45207.2	45208.2
AL359555.1	45208.2	45209.2
BPI	45209.2	45210.2
LBP	45210.2	45211.2
AL391095.2	45211.2	45212.2
AL391095.3	45212.2	45213.2
SNHG17	45213.2	45214.2
SNORA71B	45214.2	45215.2
SNHG11	45215.2	45216.2
RALGAPB	45216.2	45217.2
RPS3P2	45217.2	45218.2
ADIG	45218.2	45219.2
ARHGAP40	45219.2	45220.2
