NAME	X	Y
FoobarAB4_BazMoo_2DCBDACABAADDDBB-1	-0.8317	-0.8613
FoobarAB5_BazMoo_4CCAADBBCABBDCDA-1	-0.7027	-0.9562
FoobarAB1_BazMoo_2CACDDCDDDBADCBC-1	-0.5443	-0.3377
FoobarAB7_BazMoo_8DBDACBADADDCADA-1	-0.4693	-0.5317
FoobarAB4_BazMoo_7DDADDABBBCDCBDC-1	-0.8792	-0.575
FoobarAB1_BazMoo_1CCBBCCBBBABACBA-1	-0.0908	-0.2752
FoobarAB5_BazMoo_3DDABACBBCCDCBBD-1	-0.3229	-0.9052
FoobarAB8_BazMoo_8BADCCCDDDBDBCBC-1	-0.4869	-0.3796
FoobarAB3_BazMoo_1CCBDCBDDADBADAD-1	-0.5	-0.4046
FoobarAB4_BazMoo_3ADBBCBDCDBADBDA-1	-0.5057	-0.1346
FoobarAB1_BazMoo_3CBDCADBBBCDBDAC-1	-0.1366	-0.9824
FoobarAB5_BazMoo_3ACCBBDABCABAAAD-1	-0.3149	-0.9539
FoobarAB4_BazMoo_6ABACBDCCDCBDCDA-1	-0.8237	-0.906
FoobarAB8_BazMoo_7ABDDCDABCBCBDCD-1	-0.0302	-0.9327
FoobarAB8_BazMoo_1BAACCCDDCCBACAB-1	-0.7698	-0.692
FoobarAB6_BazMoo_7CDADBACCABBDCCB-1	-0.2628	-0.2441
FoobarAB3_BazMoo_7CDDDDBDCBDDABCC-1	-0.4954	-0.4201
FoobarAB6_BazMoo_2DACBCAACBAAADBB-1	-0.9506	-0.5249
FoobarAB3_BazMoo_1AABCCABBCBACDAC-1	-0.0561	-0.7304
FoobarAB7_BazMoo_3DACCACBABACCCCC-1	-0.4854	-0.6012
FoobarAB6_BazMoo_3DACAABDCCABDBDC-1	-0.2177	-0.3515
FoobarAB3_BazMoo_6DBAACDACBBBCCBA-1	-0.4024	-0.1918
FoobarAB8_BazMoo_4DABDACCACACACAD-1	-0.546	-0.523
FoobarAB3_BazMoo_6CCDAABCACBDCDAA-1	-0.3664	-0.1967
FoobarAB8_BazMoo_3ADDBCCDADDACBCA-1	-0.2185	-0.7327
FoobarAB6_BazMoo_6BBACABDAABCABCD-1	-0.8756	-0.0818
FoobarAB5_BazMoo_7CBDDCADACCCACDD-1	-0.6461	-0.4693
FoobarAB6_BazMoo_1DDAABBAADDDDBDC-1	-0.4153	-0.6752
FoobarAB3_BazMoo_8CBDACDBCBBACCDA-1	-0.1843	-0.0742
FoobarAB4_BazMoo_7CCCABCADBBCABAA-1	-0.7186	-0.7698
FoobarAB4_BazMoo_4BCDCBDBCDBDCCCC-1	-0.7448	-0.511
FoobarAB5_BazMoo_5BCBDBCCCBADBDBD-1	-0.9017	-0.6384
FoobarAB5_BazMoo_2DBCCBCDDCBCABDD-1	-0.0123	-0.5404
FoobarAB6_BazMoo_1BBAABDBAACBDDDA-1	-0.1517	-0.6198
FoobarAB1_BazMoo_8DADCBCAAADABCCA-1	-0.2702	-0.9544
FoobarAB8_BazMoo_4DADCABDCCDDACBB-1	-0.0534	-0.2137
FoobarAB1_BazMoo_7ABBCDDCADBADCDD-1	-0.2676	-0.5767
FoobarAB3_BazMoo_5DDAABCBCDAAAABB-1	-0.1985	-0.8109
FoobarAB6_BazMoo_7CADAABCCBBCBAAB-1	-0.4969	-0.8076
FoobarAB1_BazMoo_3CADBBDABCCBBBCC-1	-0.3674	-0.0495
FoobarAB5_BazMoo_1DABCBADABBBCDDD-1	-0.6677	-0.4867
FoobarAB8_BazMoo_6DADBAACDBACBCCC-1	-0.0368	-0.3792
FoobarAB4_BazMoo_8BBCBCBAADADCCCA-1	-0.857	-0.3682
FoobarAB8_BazMoo_1DADBABBAABCCBCC-1	-0.0593	-0.4655
FoobarAB5_BazMoo_5DACCDBBABABCCBA-1	-0.2098	-0.0444
FoobarAB8_BazMoo_1AADCDCDCAACDAAC-1	-0.9346	-0.7969
FoobarAB6_BazMoo_4BBDCABCABABCDBC-1	-0.8813	-0.7282
FoobarAB5_BazMoo_4DBDCDBDCDCCADBD-1	-0.3194	-0.984
FoobarAB8_BazMoo_4AAABACDACBBDDDB-1	-0.8688	-0.3554
FoobarAB5_BazMoo_8BABCACABCBBCBBC-1	-0.4394	-0.5731
FoobarAB1_BazMoo_5BDDBBDBDCDDBAAC-1	-0.4309	-0.4213
FoobarAB4_BazMoo_6ACCDDDDCACBCACA-1	-0.1768	-0.5478
FoobarAB6_BazMoo_1CBBDDBCACDCCADD-1	-0.9631	-0.4738
FoobarAB2_BazMoo_4ACCBCBABBAABADB-1	-0.3791	-0.2253
FoobarAB8_BazMoo_5BACCABCCBABDBAD-1	-0.112	-0.6416
FoobarAB3_BazMoo_6DADCCBAABDABBCC-1	-0.4846	-0.1288
FoobarAB5_BazMoo_1CCBDBDACCAAACDB-1	-0.5747	-0.4153
FoobarAB1_BazMoo_2CADBBBBDAAABBCC-1	-0.086	-0.4482
FoobarAB4_BazMoo_1DACABBBCDCDABCD-1	-0.8357	-0.2229
FoobarAB6_BazMoo_2AADDBBCCBBACBBA-1	-0.6717	-0.289
FoobarAB3_BazMoo_4CABDDCBDBBABCBC-1	-0.4058	-0.0245
FoobarAB1_BazMoo_4CBBADDBBBDBDBAD-1	-0.2514	-0.8877
FoobarAB5_BazMoo_3DDBBBBBCAADACDC-1	-0.5026	-0.399
FoobarAB6_BazMoo_7CDCCACDCABACCDC-1	-0.5933	-0.2582
FoobarAB1_BazMoo_7AACADDCBBACABBA-1	-0.5379	-0.5745
FoobarAB6_BazMoo_5ADDCDBCBBCCDABD-1	-0.5352	-0.7068
FoobarAB2_BazMoo_8BCCBABBBDDABAAD-1	-0.3211	-0.0256
FoobarAB8_BazMoo_8CBABBDADCCDBDBA-1	-0.7139	-0.4387
FoobarAB1_BazMoo_5DBABBBBBABADDBA-1	-0.028	-0.1828
FoobarAB5_BazMoo_7DDACDDDAACDCBCC-1	-0.893	-0.7874
FoobarAB3_BazMoo_4BDCBCADDDDBABDB-1	-0.8158	-0.949
FoobarAB8_BazMoo_3DDDAAAAAACDCADC-1	-0.4353	-0.6234
FoobarAB4_BazMoo_1BDDCCCDBDBBABCA-1	-0.1854	-0.3444
FoobarAB7_BazMoo_2CCAACCCAABADBBB-1	-0.9138	-0.1247
FoobarAB8_BazMoo_8BDCAACBDACAACDB-1	-0.1687	-0.3202
FoobarAB8_BazMoo_1CCDBDBDCBCACBAC-1	-0.3283	-0.1443
FoobarAB7_BazMoo_5CDBCDBAABABBBDD-1	-0.02	-0.8905
FoobarAB7_BazMoo_1BBDBCDBCDCBABBB-1	-0.8058	-0.2281
FoobarAB5_BazMoo_6DDDAABBDDDACBAD-1	-0.5048	-0.0488
FoobarAB7_BazMoo_3ADDBABBAADCCBCD-1	-0.3786	-0.705
FoobarAB4_BazMoo_3CBDCACADCBDDCBA-1	-0.6965	-0.2476
FoobarAB4_BazMoo_4DBBDDDCDDBABCAB-1	-0.8813	-0.1971
FoobarAB7_BazMoo_2AACCCCCCCDBAAAB-1	-0.9615	-0.6458
FoobarAB8_BazMoo_6ACABBBBCACCCABC-1	-0.0933	-0.5408
FoobarAB6_BazMoo_1CBDACDDBDBBAABA-1	-0.8744	-0.043
FoobarAB7_BazMoo_1CADACDCADBABBCC-1	-0.5613	-0.017
FoobarAB5_BazMoo_6AADADDBADDDDACC-1	-0.3271	-0.9988
FoobarAB7_BazMoo_5BCABAABDBDBCCCD-1	-0.996	-0.115
FoobarAB2_BazMoo_4DDABABBDCDDDCBB-1	-0.9613	-0.862
FoobarAB3_BazMoo_4AADCBBAAAAAACBA-1	-0.963	-0.0767
FoobarAB6_BazMoo_4BCDBCCCACCCBCAD-1	-0.9447	-0.2906
FoobarAB1_BazMoo_3ADDDBDACDCBCCBC-1	-0.0342	-0.2733
FoobarAB7_BazMoo_3BDADCBCDDAAAACA-1	-0.3997	-0.822
FoobarAB6_BazMoo_2BCABAACBDDBBBAA-1	-0.0912	-0.0153
FoobarAB6_BazMoo_8AABAAABBAADAABD-1	-0.5361	-0.9365
FoobarAB1_BazMoo_2BBCBACCBCCDCBAB-1	-0.0074	-0.3658
FoobarAB4_BazMoo_1ADDBCBCBBAACADC-1	-0.571	-0.8632
FoobarAB5_BazMoo_1BBACDBBDDBDBCCA-1	-0.1224	-0.6841
FoobarAB2_BazMoo_2CBDACCCAADDABCC-1	-0.3106	-0.8554
FoobarAB7_BazMoo_6DBBBBDACCCACAAC-1	-0.8408	-0.5761
FoobarAB2_BazMoo_7AACDCDCCBADBCDB-1	-0.9516	-0.0967
FoobarAB7_BazMoo_8ADCAABBDAAABCAC-1	-0.6248	-0.7965
FoobarAB8_BazMoo_1BBBBDBAABDBDADB-1	-0.4965	-0.2495
FoobarAB1_BazMoo_1CCBDBCDDBCBDDCB-1	-0.6185	-0.5604
FoobarAB1_BazMoo_8DDBDCDBDCBDBADC-1	-0.5737	-0.7678
FoobarAB1_BazMoo_8CDCBCDBADBCBDBC-1	-0.9148	-0.6012
FoobarAB7_BazMoo_4CCDBBCCBCBDBCCD-1	-0.7219	-0.571
FoobarAB6_BazMoo_5ABBDAABACBBBBBA-1	-0.4226	-0.5671
FoobarAB2_BazMoo_8BAABBDCCCBDDBCA-1	-0.8132	-0.7451
FoobarAB4_BazMoo_8ACBADDADACABABB-1	-0.562	-0.1843
FoobarAB7_BazMoo_3AABBCCCCCBBABBC-1	-0.5325	-0.7175
FoobarAB3_BazMoo_1ADCBCAADDDBABBA-1	-0.3995	-0.9871
FoobarAB1_BazMoo_1CCCBADCBDCDAACD-1	-0.7689	-0.9409
FoobarAB1_BazMoo_3CBCCAABACDAAAAC-1	-0.6291	-0.0944
FoobarAB5_BazMoo_5CBCBDABADDCACDD-1	-0.3769	-0.4582
FoobarAB4_BazMoo_3DADBBDCCABADDCB-1	-0.6037	-0.4201
FoobarAB8_BazMoo_2DDBCDADDADCBAAA-1	-0.9201	-0.8816
FoobarAB6_BazMoo_4BBCBACCCACAABAB-1	-0.1101	-0.2587
FoobarAB6_BazMoo_5DAABCBCCDBADBBC-1	-0.2677	-0.4184
FoobarAB2_BazMoo_1BCCACACCDBBBBAA-1	-0.559	-0.2813
FoobarAB7_BazMoo_8ABBBACCDBDADDCB-1	-0.6066	-0.0858
FoobarAB6_BazMoo_1DACBBCDCBDCBCDB-1	-0.8786	-0.8795
FoobarAB5_BazMoo_4DAADBDADDDDCCAA-1	-0.6474	-0.0622
FoobarAB6_BazMoo_5BDBDDDCDCDBBBDB-1	-0.4234	-0.8056
FoobarAB1_BazMoo_8ABAABCBBCBADBBC-1	-0.9084	-0.9605
FoobarAB7_BazMoo_3CACACDCBBACBCAA-1	-0.7257	-0.3047
FoobarAB7_BazMoo_1CADCABACACCABDA-1	-0.5218	-0.7228
FoobarAB3_BazMoo_2CCCBCBBAACCDBDA-1	-0.9104	-0.5313
FoobarAB1_BazMoo_8CCDDBDDBBDBCCBD-1	-0.9229	-0.6443
FoobarAB1_BazMoo_4ACAADDBDDACCBCD-1	-0.6727	-0.7188
FoobarAB1_BazMoo_6DAACDABDCCAADBC-1	-0.3764	-0.5665
FoobarAB5_BazMoo_8BAACCBCBAADCADD-1	-0.6322	-0.9867
FoobarAB2_BazMoo_8BBACBDABADDADCC-1	-0.7318	-0.5059
FoobarAB6_BazMoo_7DADBBAAAAAADCBA-1	-0.0887	-0.6074
FoobarAB4_BazMoo_5CCABCACDCCBBDDA-1	-0.6317	-0.791
FoobarAB8_BazMoo_7ACBCBDABABBDBDD-1	-0.3442	-0.5102
FoobarAB3_BazMoo_5DBDDABBDBCDADDB-1	-0.3492	-0.6768
FoobarAB3_BazMoo_6BAABADDDAABBBCC-1	-0.266	-0.9434
FoobarAB7_BazMoo_4DBCBBBAAACCCDDB-1	-0.5652	-0.4692
FoobarAB5_BazMoo_6ADCDABDAAAACDDD-1	-0.5276	-0.5774
FoobarAB8_BazMoo_5CDDDCBCDCACBBBB-1	-0.7946	-0.1808
FoobarAB6_BazMoo_3CBDBABCCBBDACDA-1	-0.8389	-0.1257
FoobarAB5_BazMoo_5BADBCDACDABBDBD-1	-0.0848	-0.1255
FoobarAB3_BazMoo_4CBBBBDAACACDACC-1	-0.1132	-0.9141
FoobarAB3_BazMoo_5DDABCDDCADCDBBD-1	-0.1258	-0.0438
FoobarAB8_BazMoo_7DBDDADBCBBBDDBA-1	-0.0071	-0.536
FoobarAB7_BazMoo_3CDBDCBACADDCCCD-1	-0.0328	-0.736
FoobarAB2_BazMoo_6DDBCCADACBCDAAC-1	-0.4539	-0.7992
FoobarAB2_BazMoo_6CCABABBBDBDAAAA-1	-0.5584	-0.7269
FoobarAB5_BazMoo_6BDAACAACDCCCCCD-1	-0.3232	-0.6456
FoobarAB5_BazMoo_4CDCAACCAADBADCB-1	-0.8502	-0.1563
FoobarAB6_BazMoo_7BDCDDABBBCACAAD-1	-0.7799	-0.2501
FoobarAB6_BazMoo_4BBBADBACDACCDCB-1	-0.0961	-0.1219
FoobarAB3_BazMoo_7DABDDCBACCBABCD-1	-0.4773	-0.8526
FoobarAB8_BazMoo_2BBDCDDCDDADBABC-1	-0.2998	-0.9984
FoobarAB3_BazMoo_1ABBACDCCDABBBCB-1	-0.9105	-0.7448
FoobarAB8_BazMoo_5ABDDBBBBCCBDCAC-1	-0.3914	-0.1506
FoobarAB2_BazMoo_6ABABADAACDABBAB-1	-0.0612	-0.652
FoobarAB8_BazMoo_5AAAACADDABCACCC-1	-0.9782	-0.5385
FoobarAB8_BazMoo_5ADDBCBDACCBCCAC-1	-0.8846	-0.8767
FoobarAB7_BazMoo_4BBCBCAACDBCDCDB-1	-0.8089	-0.0588
FoobarAB6_BazMoo_1CCBBCCACDABCCDD-1	-0.4086	-0.7091
FoobarAB2_BazMoo_2BDCDDDDCBABBABD-1	-0.3139	-0.9859
FoobarAB8_BazMoo_2ABAAABDADDDDDAA-1	-0.009	-0.6439
FoobarAB3_BazMoo_6CDBCBDCCDBCBDBB-1	-0.1691	-0.8915
FoobarAB8_BazMoo_8ABBCDCBBBCDBDDA-1	-0.8038	-0.8744
FoobarAB8_BazMoo_5DDAABBDDDCCBBBD-1	-0.1195	-0.0495
FoobarAB2_BazMoo_4CCCBCBBDDCADBDA-1	-0.6187	-0.5093
FoobarAB3_BazMoo_8ADCDAAACDCBDADA-1	-0.811	-0.4251
FoobarAB7_BazMoo_7BBCBADCDDCCBADC-1	-0.8557	-0.7311
FoobarAB8_BazMoo_6BBCDDBCDDAABBBD-1	-0.7859	-0.5097
FoobarAB2_BazMoo_4BBACBBDCBDCCCDB-1	-0.1819	-0.0563
FoobarAB1_BazMoo_4BBCDCBCACAAADDB-1	-0.7812	-0.5383
FoobarAB4_BazMoo_3CCCCBDBCDBDDDBD-1	-0.1021	-0.2897
FoobarAB1_BazMoo_5AABACADAADDBDAC-1	-0.1185	-0.8206
FoobarAB4_BazMoo_1CDADCABCAADBCBB-1	-0.5646	-0.583
FoobarAB4_BazMoo_5BBCCBDAACACBDBC-1	-0.8712	-0.757
FoobarAB4_BazMoo_5DDDDAACACBDCDCD-1	-0.4738	-0.0122
FoobarAB6_BazMoo_6CDDCCCBABACBDCD-1	-0.2431	-0.5989
FoobarAB6_BazMoo_5ACDCBCDAABCCBAB-1	-0.8011	-0.8343
FoobarAB8_BazMoo_1BACCBDBBBBADABB-1	-0.6647	-0.8678
FoobarAB2_BazMoo_8DACCDCADDDCDBAD-1	-0.1572	-0.4063
FoobarAB7_BazMoo_8BDCDDBABAABABDC-1	-0.397	-0.5134
FoobarAB6_BazMoo_8CBACDBABDACDBCD-1	-0.2706	-0.6884
FoobarAB5_BazMoo_8CCBDBADBDCCDDBB-1	-0.3913	-0.1643
FoobarAB8_BazMoo_5BBAADCDDCADBADC-1	-0.1494	-0.055
FoobarAB5_BazMoo_1CBBBDDCAAAADCBB-1	-0.5412	-0.1762
FoobarAB6_BazMoo_5CBDBCBABBDDACCC-1	-0.0514	-0.6176
FoobarAB1_BazMoo_1AABABACDBCCCDAB-1	-0.6517	-0.981
FoobarAB8_BazMoo_7DADCAADCAAAACBC-1	-0.1293	-0.3529
FoobarAB7_BazMoo_7BDBDACBDBBDCBBD-1	-0.1455	-0.0247
FoobarAB3_BazMoo_3DDCBCACCCBDDDAD-1	-0.8627	-0.4312
FoobarAB6_BazMoo_1BBDABBCADAABABA-1	-0.0041	-0.3809
FoobarAB2_BazMoo_3CCABBCADACCDBBA-1	-0.9243	-0.5962
FoobarAB6_BazMoo_8DDBDBBBBDCACADD-1	-0.8895	-0.0724
FoobarAB4_BazMoo_6BCAACADBBADDDBD-1	-0.1815	-0.3011
FoobarAB6_BazMoo_2BCCBCDDCDABCDCA-1	-0.799	-0.7977
FoobarAB1_BazMoo_4DBDADAACACDAABA-1	-0.5624	-0.7981
FoobarAB1_BazMoo_3BBADCDDDDABBCCC-1	-0.9932	-0.4555
FoobarAB5_BazMoo_3CABBACCACBBCDAD-1	-0.6681	-0.1978
FoobarAB1_BazMoo_7AADDABCBDDADACB-1	-0.1179	-0.5158
FoobarAB5_BazMoo_2CDDDCCDDADADDDA-1	-0.5401	-0.3385
FoobarAB6_BazMoo_1BDDBACCDABCCABD-1	-0.2013	-0.7053
FoobarAB5_BazMoo_4BAAACDCCBCACCDD-1	-0.3439	-0.4091
FoobarAB2_BazMoo_1ADDDCCACDDCBCAB-1	-0.8358	-0.3924
FoobarAB3_BazMoo_2BABBBDDACBDABAA-1	-0.5046	-0.1567
FoobarAB6_BazMoo_2BDDABDADDDBBABA-1	-0.956	-0.0383
FoobarAB3_BazMoo_1AABDDBDCDDAABAD-1	-0.9896	-0.8571
FoobarAB6_BazMoo_8DBDBDCCBBCBDDBB-1	-0.0449	-0.3094
FoobarAB3_BazMoo_8CBCADBBACDBABAB-1	-0.7587	-0.0393
FoobarAB6_BazMoo_7DBDDABCCACABCDA-1	-0.1152	-0.7126
FoobarAB8_BazMoo_1DDCDBDADABDCDBA-1	-0.1807	-0.9162
FoobarAB8_BazMoo_7ABBAABBBCCCAAAC-1	-0.5077	-0.4224
FoobarAB5_BazMoo_5BDDDDDAACCAADDB-1	-0.5885	-0.5112
FoobarAB1_BazMoo_6ADDABCDBDDBBCDD-1	-0.8198	-0.2729
FoobarAB1_BazMoo_6DDBDBAAAADDADDD-1	-0.8288	-0.7197
FoobarAB7_BazMoo_2DBDCDDCDCBBACAC-1	-0.944	-0.9795
FoobarAB5_BazMoo_3ADDCABBACDCCBDD-1	-0.9251	-0.2361
FoobarAB2_BazMoo_7CDDACBACDACCBAB-1	-0.3572	-0.9832
FoobarAB7_BazMoo_4BBBBBBDCCADACCA-1	-0.3799	-0.6853
FoobarAB2_BazMoo_3ADBCDCCACDCADBD-1	-0.6883	-0.2495
FoobarAB7_BazMoo_5CBDCDADCCABADCB-1	-0.9585	-0.3324
FoobarAB5_BazMoo_7DBCBDCCCDDACCAD-1	-0.1383	-0.3342
FoobarAB1_BazMoo_6CDCBACBBCDCCDAB-1	-0.8097	-0.7809
FoobarAB1_BazMoo_5BDDBABCCBDADDBA-1	-0.6569	-0.947
FoobarAB4_BazMoo_7DCCDBABBCDBBCCB-1	-0.3303	-0.2032
FoobarAB1_BazMoo_6DAACBCCADBDDBCD-1	-0.2219	-0.7101
FoobarAB6_BazMoo_6ABBDADCABCBDBBB-1	-0.6864	-0.3923
FoobarAB6_BazMoo_7AABACCBAABBCCBD-1	-0.3539	-0.5074
FoobarAB3_BazMoo_6ADCCBDDBBCCCBBD-1	-0.5891	-0.8243
FoobarAB7_BazMoo_6BCBBDCDADDDBBDA-1	-0.0837	-0.2839
FoobarAB6_BazMoo_8BBBBAAACADBDCBA-1	-0.4749	-0.1741
FoobarAB2_BazMoo_4DBCCDCAAADBBBBA-1	-0.7472	-0.5665
FoobarAB4_BazMoo_1CBCBCCCDCAABDCB-1	-0.5511	-0.444
FoobarAB3_BazMoo_8ACDDDCCCDDADABB-1	-0.7122	-0.4341
FoobarAB8_BazMoo_3DDDDDDDAADADDAC-1	-0.4648	-0.5379
FoobarAB4_BazMoo_4DDBBCDDCDBDBDCB-1	-0.6339	-0.4647
FoobarAB6_BazMoo_8ACCDDDDBABBABDC-1	-0.1496	-0.4197
FoobarAB1_BazMoo_7ACCCBDDAACCBADC-1	-0.9466	-0.4837
FoobarAB5_BazMoo_7ADBDADDBCCBBDCC-1	-0.8676	-0.3718
FoobarAB3_BazMoo_6DCADADBCBCDCBCD-1	-0.8831	-0.6654
FoobarAB3_BazMoo_7ADCAACDCDACADCB-1	-0.4921	-0.6661
FoobarAB3_BazMoo_7DBCBADADBBDDDCC-1	-0.9299	-0.9504
FoobarAB4_BazMoo_7BDDDDDBCCBBCCAC-1	-0.1818	-0.0275
FoobarAB5_BazMoo_5DACDAAACBDBADCA-1	-0.7454	-0.4672
FoobarAB8_BazMoo_8BCACDDAAABADCCA-1	-0.2084	-0.2968
FoobarAB2_BazMoo_6AACCBAABACABBDA-1	-0.0505	-0.5371
FoobarAB8_BazMoo_8CDBBDBCCBBAADAC-1	-0.8828	-0.0098
FoobarAB4_BazMoo_6DDDBBABDBACAADB-1	-0.0339	-0.4297
FoobarAB1_BazMoo_6DAABACBBDCBDABB-1	-0.1364	-0.845
FoobarAB1_BazMoo_6ABBACCBACBAAABC-1	-0.3113	-0.3854
FoobarAB1_BazMoo_8DDACDADDBBCDCDB-1	-0.8546	-0.1369
FoobarAB2_BazMoo_2ACACADCCBDDABAB-1	-0.9788	-0.2147
FoobarAB7_BazMoo_5BBBBACADDDBABCA-1	-0.9943	-0.9541
FoobarAB1_BazMoo_8CCCADABAACCDADC-1	-0.8435	-0.0136
FoobarAB6_BazMoo_6CDDBCCDDAADDBBC-1	-1.0	-0.7001
FoobarAB4_BazMoo_6BCDCCCBCCADDBBB-1	-0.6793	-0.7866
FoobarAB4_BazMoo_3DBCADCBABCDCDDA-1	-0.1956	-0.5988
FoobarAB6_BazMoo_7DBCDDADCBAABCDD-1	-0.284	-0.8189
FoobarAB1_BazMoo_6BBBBCCCBDBBDBDC-1	-0.1065	-0.2414
FoobarAB6_BazMoo_6CABCDAABCABBACD-1	-0.1939	-0.7474
FoobarAB8_BazMoo_4DCBBCDCBDCAADCA-1	-0.3181	-0.2889
FoobarAB8_BazMoo_1BABBCADAACBDACD-1	-0.6222	-0.8164
FoobarAB1_BazMoo_8CBCADAACDCABBCA-1	-0.6031	-0.4722
FoobarAB2_BazMoo_6ACADABACCDADCDC-1	-0.4223	-0.3003
FoobarAB4_BazMoo_1BCBCCDDABCACDAC-1	-0.6527	-0.9849
FoobarAB1_BazMoo_3DCDDBABBDAACCBA-1	-0.6256	-0.4305
FoobarAB5_BazMoo_1CDDDDACACBCBAAB-1	-0.6907	-0.4171
FoobarAB2_BazMoo_6CBBDCBABCDACDAC-1	-0.3352	-0.5173
FoobarAB1_BazMoo_1BBCDACDDDAACCCA-1	-0.3196	-0.2417
FoobarAB6_BazMoo_5CDABABDABABCCAA-1	-0.4404	-0.564
FoobarAB5_BazMoo_5CDABBBACADAADAD-1	-0.542	-0.2979
FoobarAB5_BazMoo_1ACDACADDDADCCCD-1	-0.555	-0.9571
FoobarAB1_BazMoo_7CABBCABBCBDBBBD-1	-0.15	-0.4488
FoobarAB3_BazMoo_8DDCCABDCADBCDAA-1	-0.4515	-0.7611
FoobarAB8_BazMoo_7BDADDCABCABBDAB-1	-0.9972	-0.3487
FoobarAB1_BazMoo_8DDBCDACBCACDCCA-1	-0.3774	-0.6255
FoobarAB7_BazMoo_5CCBDACBCDCCDAAB-1	-0.2628	-0.5945
FoobarAB4_BazMoo_7BDBACDACDABBADC-1	-0.8315	-0.1476
FoobarAB3_BazMoo_3DCCBDAACBDCAAAB-1	-0.3632	-0.6485
FoobarAB1_BazMoo_5DCACDDABCDCBCDB-1	-0.3818	-0.2311
FoobarAB2_BazMoo_4CDBACDCDBBCAAAB-1	-0.3191	-0.9272
FoobarAB3_BazMoo_6CABDABACDAABBDA-1	-0.5131	-0.1755
FoobarAB6_BazMoo_8BBCCDDBDCACCCCD-1	-0.0098	-0.3074
FoobarAB4_BazMoo_3BAADCACDBADDABA-1	-0.6172	-0.9962
FoobarAB8_BazMoo_6ADCABDBDDCBDDDC-1	-0.8036	-0.7336
FoobarAB8_BazMoo_3DCABDBCDCABDCCB-1	-0.9916	-0.0485
FoobarAB8_BazMoo_1ACACDABCDAADCCD-1	-0.0531	-0.8741
FoobarAB1_BazMoo_6CCADDDACBBBABCC-1	-0.2155	-0.4644
FoobarAB3_BazMoo_5CAABBDABABBDACC-1	-0.0444	-0.1647
FoobarAB6_BazMoo_1BBADDAAAACBBACA-1	-0.5457	-0.4884
FoobarAB7_BazMoo_6DAACACCBACCDACD-1	-0.5682	-0.2428
FoobarAB7_BazMoo_8ADAADCBBCADDBDA-1	-0.3962	-0.8861
FoobarAB2_BazMoo_1BACDDCDABBAAAAB-1	-0.6442	-0.2696
FoobarAB1_BazMoo_4DBDAABDBBADABCA-1	-0.7828	-0.9453
FoobarAB5_BazMoo_8DBCCBACDDDCACDC-1	-0.0328	-0.3522
FoobarAB1_BazMoo_6BDDABDBCDCCBCAD-1	-0.8007	-0.0353
FoobarAB7_BazMoo_8DBDBCBDAABBDCCA-1	-0.6599	-0.4701
FoobarAB4_BazMoo_4DDBBCBAAADBACDB-1	-0.6636	-0.8569
FoobarAB1_BazMoo_1DDDDDADADCAACCA-1	-0.1262	-0.0804
FoobarAB3_BazMoo_1CDCCADBABCCACDD-1	-0.6426	-0.49
FoobarAB5_BazMoo_5DDCBADACDDCBCDA-1	-0.4961	-0.2686
FoobarAB7_BazMoo_8DABDAACDBDABCCA-1	-0.2326	-0.2901
FoobarAB2_BazMoo_3DBDBCBACDCCBBBC-1	-0.7664	-0.5059
FoobarAB7_BazMoo_4ADDDCABCBCCDDBD-1	-0.1849	-0.5638
FoobarAB3_BazMoo_2DDCDBDDDDAACCAD-1	-0.8227	-0.3608
FoobarAB8_BazMoo_2CCACAADDAABABAD-1	-0.3335	-0.7373
FoobarAB7_BazMoo_8BBBBDABBABDCCAB-1	-0.5444	-0.8952
FoobarAB4_BazMoo_2AADCBDDDBABCABD-1	-0.6839	-0.0255
FoobarAB8_BazMoo_6ABBCABBBABBACDA-1	-0.0418	-0.894
FoobarAB7_BazMoo_7BDCCBCADDDBBACC-1	-0.448	-0.2041
FoobarAB7_BazMoo_7CCDBCAAADCCDAAB-1	-0.963	-0.2548
FoobarAB4_BazMoo_2CBADABDABDDBABA-1	-0.3252	-0.0652
FoobarAB7_BazMoo_6BDDCACDABCCBCBD-1	-0.0075	-0.4648
FoobarAB8_BazMoo_2CBDBBAABCDBBABB-1	-0.621	-0.0094
FoobarAB4_BazMoo_4DDDCACDDDBDACBA-1	-0.5785	-0.8015
FoobarAB5_BazMoo_1BABADABACCCADCC-1	-0.5358	-0.7039
FoobarAB5_BazMoo_2ADCAADABCDBBAAC-1	-0.9868	-0.2929
FoobarAB5_BazMoo_3ADBBCAACBDACABD-1	-0.4333	-0.7952
FoobarAB5_BazMoo_4BCCDACAAAACACBC-1	-0.8069	-0.403
FoobarAB2_BazMoo_2DBDBCBBCDABDDAC-1	-0.6654	-0.2534
FoobarAB2_BazMoo_4BDBADDDCBDDBAAA-1	-0.4319	-0.9594
FoobarAB2_BazMoo_1DAACDBCCBBADABB-1	-0.3931	-0.0588
FoobarAB5_BazMoo_8DDBCBDBBCBDBDCC-1	-0.7497	-0.8613
FoobarAB2_BazMoo_4DCADAADCCAADACD-1	-0.6967	-0.2286
FoobarAB4_BazMoo_5BCABBDADBDDDCAD-1	-0.4853	-0.3385
FoobarAB7_BazMoo_8ABCCADCACBBACAA-1	-0.1832	-0.3221
